T_REF [°C],TCDsignal_REF [a.u.],,T_1Mn [°C],TCDsignal_1Mn [a.u.],,T_1Cr [°C],TCDsignal_1Cr [a.u.],,T_1Fe [°C],TCDsignal_1Fe [a.u.]
393.04062,0.02115,,393.33594,0.01503,,392.96112,0.0205,,392.79083,0.02195
393.38684,0.02125,,393.66769,0.01494,,393.30347,0.0204,,393.11407,0.02199
393.74225,0.02129,,393.99835,0.01497,,393.63837,0.02027,,393.44373,0.02209
394.07043,0.02128,,394.33646,0.01497,,393.98248,0.02026,,393.80087,0.0221
394.41312,0.02127,,394.68585,0.01491,,394.3103,0.02012,,394.1344,0.02214
394.75229,0.02138,,395.02148,0.01494,,394.6629,0.0201,,394.48944,0.02215
395.08826,0.02133,,395.3656,0.01493,,394.99536,0.02011,,394.8194,0.0222
395.42493,0.0214,,395.7005,0.01491,,395.3186,0.02009,,395.15363,0.02218
395.75598,0.02132,,396.04108,0.01483,,395.64679,0.02001,,395.49487,0.02221
396.09689,0.0213,,396.37741,0.01485,,395.96829,0.01996,,395.82098,0.02227
396.44241,0.02133,,396.71832,0.01477,,396.30743,0.01993,,396.15906,0.02232
396.7706,0.02136,,397.06454,0.01473,,396.63882,0.01984,,396.49329,0.02236
397.09741,0.02141,,397.41357,0.01471,,396.95679,0.01979,,396.82254,0.0224
397.43021,0.02135,,397.74817,0.01474,,397.29102,0.01981,,397.16522,0.0225
397.77606,0.02133,,398.09259,0.01467,,397.64005,0.01966,,397.48672,0.02257
398.11346,0.02141,,398.44342,0.01467,,397.96472,0.01961,,397.84247,0.02252
398.4512,0.02137,,398.77765,0.01466,,398.30634,0.01955,,398.16891,0.02254
398.79846,0.02149,,399.11218,0.01464,,398.61795,0.01946,,398.48865,0.0227
399.13516,0.02137,,399.44852,0.01462,,398.9458,0.01945,,398.82993,0.02259
399.45276,0.02143,,399.78415,0.01468,,399.29343,0.01934,,399.16412,0.02271
399.78625,0.02144,,400.12997,0.01464,,399.63257,0.01933,,399.50681,0.0227
400.10904,0.02136,,400.4505,0.01463,,399.96185,0.01924,,399.84277,0.02263
400.43378,0.0214,,400.77557,0.01453,,400.28604,0.01927,,400.1864,0.02271
400.76373,0.02135,,401.10168,0.01464,,400.60486,0.01919,,400.51321,0.02278
401.10516,0.02145,,401.42188,0.01456,,400.94385,0.01916,,400.84247,0.02286
401.43201,0.02147,,401.75183,0.01465,,401.25815,0.01914,,401.1564,0.02289
401.77136,0.02154,,402.07831,0.01452,,401.58496,0.01909,,401.49158,0.0229
402.11383,0.0216,,402.40024,0.01458,,401.92709,0.01908,,401.81281,0.02292
402.44415,0.02165,,402.73367,0.01455,,402.27167,0.01894,,402.14313,0.02301
402.77548,0.02161,,403.05737,0.01454,,402.60825,0.01881,,402.46783,0.02302
403.09848,0.02161,,403.38974,0.0145,,402.94098,0.01882,,402.78003,0.0231
403.42249,0.02172,,403.73434,0.01459,,403.26605,0.01877,,403.11484,0.02312
403.75558,0.02177,,404.06427,0.01448,,403.59427,0.01874,,403.44968,0.02313
404.08694,0.02178,,404.39563,0.01451,,403.92249,0.01861,,403.77301,0.02316
404.42279,0.02183,,404.7099,0.0145,,404.28763,0.01861,,404.0918,0.02322
404.75974,0.02198,,405.03009,0.01445,,404.62418,0.01856,,404.41827,0.02318
405.09735,0.02187,,405.3663,0.01451,,404.94647,0.01857,,404.75449,0.02322
405.4259,0.02198,,405.69907,0.0144,,405.26596,0.01861,,405.0928,0.0233
405.77014,0.02193,,406.0325,0.0145,,405.58478,0.01863,,405.42416,0.02324
406.09174,0.02198,,406.36069,0.01447,,405.9053,0.01863,,405.77606,0.02333
406.43143,0.02196,,406.70459,0.01449,,406.2384,0.01858,,406.11786,0.02333
406.7579,0.02201,,407.03488,0.01441,,406.57428,0.01865,,406.44745,0.02339
407.09238,0.02204,,407.38574,0.01445,,406.92026,0.01864,,406.78821,0.02353
407.42267,0.02201,,407.72058,0.01442,,407.23767,0.01859,,407.11224,0.02353
407.77142,0.02202,,408.04843,0.01447,,407.569,0.01863,,407.45123,0.02357
408.0885,0.0221,,408.3829,0.01434,,407.90384,0.01868,,407.78955,0.02357
408.42819,0.02213,,408.71808,0.01436,,408.22369,0.01872,,408.11429,0.02356
408.75189,0.02213,,409.0477,0.0144,,408.57001,0.01868,,408.4397,0.02355
409.08603,0.02219,,409.37103,0.01441,,408.90448,0.01867,,408.77069,0.02354
409.42294,0.02222,,409.69644,0.01437,,409.24106,0.01864,,409.12155,0.02349
409.76056,0.02225,,410.02917,0.01441,,409.57867,0.01862,,409.44174,0.02352
410.09991,0.02231,,410.35739,0.01448,,409.90723,0.01865,,409.76996,0.02351
410.43124,0.02233,,410.69571,0.01451,,410.24136,0.01859,,410.10199,0.02343
410.75214,0.02241,,411.03052,0.01454,,410.56992,0.01869,,410.42987,0.0235
411.07861,0.02246,,411.3765,0.01453,,410.90964,0.01869,,410.76608,0.02352
411.41171,0.0225,,411.69495,0.0146,,411.23782,0.01867,,411.11032,0.02352
411.7319,0.0225,,412.03918,0.01472,,411.5434,0.01869,,411.45352,0.02353
412.08066,0.02257,,412.36914,0.01469,,411.89252,0.01871,,411.77509,0.02351
412.40958,0.02257,,412.70816,0.01472,,412.21481,0.01881,,412.12317,0.02355
412.74368,0.02257,,413.05136,0.01469,,412.56982,0.01873,,412.46252,0.02358
413.0834,0.02247,,413.39908,0.01471,,412.89978,0.01872,,412.81302,0.02362
413.4245,0.02251,,413.72241,0.01472,,413.23602,0.01874,,413.13846,0.02365
413.7562,0.02262,,414.0426,0.0147,,413.56143,0.01889,,413.49524,0.0237
414.09415,0.02263,,414.38821,0.01474,,413.91193,0.01878,,413.81088,0.02369
414.41714,0.02265,,414.72479,0.01473,,414.23248,0.01887,,414.13388,0.02378
414.77148,0.02265,,415.061,0.01477,,414.56522,0.01886,,414.48334,0.02375
415.08716,0.02268,,415.41815,0.01482,,414.89551,0.01878,,414.79727,0.02378
415.42023,0.02266,,415.7547,0.01483,,415.23801,0.01884,,415.13977,0.02384
415.7547,0.02271,,416.08118,0.01484,,415.57111,0.01895,,415.49689,0.02384
416.09442,0.02275,,416.40973,0.01494,,415.89478,0.01893,,415.82544,0.0239
416.43344,0.02275,,416.73969,0.01491,,416.22891,0.01898,,416.16306,0.02386
416.76337,0.02282,,417.05325,0.0149,,416.57175,0.01895,,416.49161,0.0239
417.09857,0.02278,,417.38776,0.01491,,416.90381,0.01906,,416.82819,0.02391
417.41666,0.0228,,417.7243,0.01495,,417.25256,0.01908,,417.17068,0.02383
417.76089,0.0228,,418.06506,0.01498,,417.58286,0.01916,,417.50064,0.02378
418.10095,0.0227,,418.39188,0.01496,,417.91907,0.01912,,417.83511,0.02376
418.41141,0.0226,,418.72217,0.01501,,418.25391,0.01926,,418.17657,0.02379
418.75562,0.02267,,419.06152,0.01495,,418.59152,0.01916,,418.49954,0.02375
419.09186,0.02263,,419.3866,0.01487,,418.92599,0.01915,,418.83438,0.0237
419.42667,0.02255,,419.72598,0.01485,,419.26431,0.01917,,419.16119,0.02375
419.76428,0.02257,,420.04965,0.01487,,419.59393,0.01917,,419.50577,0.02378
420.09146,0.02255,,420.37576,0.01482,,419.93015,0.01922,,419.83539,0.02385
420.43082,0.02247,,420.71582,0.01484,,420.27438,0.0191,,420.181,0.02377
420.76877,0.02237,,421.04996,0.01481,,420.60919,0.01917,,420.50992,0.02378
421.10989,0.02227,,421.3942,0.01482,,420.92801,0.01905,,420.84613,0.02377
421.43323,0.02219,,421.72623,0.01484,,421.24994,0.01905,,421.18408,0.02385
421.76596,0.02219,,422.06036,0.01481,,421.59244,0.01896,,421.53601,0.02385
422.08685,0.02203,,422.39032,0.01481,,421.91403,0.01894,,421.8851,0.02385
422.41922,0.02196,,422.72375,0.01484,,422.25095,0.01885,,422.21191,0.02392
422.75302,0.0219,,423.05231,0.01475,,422.58856,0.01884,,422.55478,0.02392
423.07425,0.02176,,423.38818,0.01479,,422.92166,0.01871,,422.88647,0.02382
423.40909,0.02172,,423.71988,0.01479,,423.25961,0.01864,,423.21747,0.02384
423.7373,0.02158,,424.04947,0.01478,,423.58121,0.01858,,423.53799,0.02382
424.06238,0.02155,,424.37976,0.0147,,423.91638,0.0185,,423.87735,0.02384
424.39093,0.02141,,424.70276,0.01465,,424.23935,0.01843,,424.21078,0.02381
424.72681,0.02137,,425.04071,0.01463,,424.57767,0.01839,,424.56094,0.02375
425.06024,0.02126,,425.38809,0.01461,,424.89264,0.01828,,424.91077,0.02373
425.38983,0.02117,,425.71805,0.01459,,425.24072,0.01818,,425.25812,0.02375
425.71838,0.02102,,426.05914,0.01453,,425.57309,0.01808,,425.57205,0.02366
426.04486,0.02089,,426.39432,0.0145,,425.90967,0.01802,,425.91281,0.0236
426.37619,0.02079,,426.74484,0.01447,,426.25705,0.01799,,426.24103,0.02366
426.72217,0.0207,,427.07339,0.01444,,426.57935,0.01784,,426.59396,0.02363
427.04865,0.02061,,427.41763,0.0144,,426.92529,0.01785,,426.93158,0.02358
427.38522,0.0205,,427.75525,0.01442,,427.25351,0.0177,,427.26605,0.0235
427.71866,0.02046,,428.07892,0.01438,,427.5946,0.0176,,427.60229,0.02355
428.05627,0.02035,,428.42316,0.01441,,427.92108,0.0174,,427.94025,0.02358
428.40399,0.02021,,428.75345,0.01438,,428.25592,0.01722,,428.26532,0.02356
428.72766,0.02019,,429.10397,0.01433,,428.58063,0.01714,,428.60364,0.02349
429.06213,0.02008,,429.42868,0.01426,,428.92209,0.01701,,428.92661,0.02343
429.40988,0.02007,,429.76352,0.01425,,429.24857,0.01686,,429.24857,0.02336
429.75201,0.01988,,430.09973,0.01418,,429.58163,0.01671,,429.58026,0.02331
430.07568,0.0198,,430.43979,0.01412,,429.92621,0.01658,,429.91507,0.02327
430.41992,0.0198,,430.79657,0.01401,,430.25128,0.01651,,430.25095,0.0232
430.75336,0.01967,,431.14429,0.01394,,430.57776,0.0163,,430.57288,0.02316
431.08298,0.0197,,431.49026,0.01387,,430.89307,0.0162,,430.91537,0.02311
431.42548,0.01961,,431.81393,0.01378,,431.23279,0.0161,,431.23242,0.02307
431.77493,0.01957,,432.13205,0.01375,,431.56726,0.01595,,431.57877,0.02315
432.12125,0.01944,,432.46722,0.01371,,431.9021,0.01584,,431.90558,0.02306
432.46201,0.01931,,432.80032,0.01363,,432.25781,0.01573,,432.23206,0.02309
432.78046,0.01915,,433.14282,0.01353,,432.59579,0.01562,,432.56512,0.02311
433.11667,0.01923,,433.46475,0.01349,,432.94318,0.01542,,432.90936,0.02312
433.46439,0.01914,,433.78983,0.01337,,433.26648,0.01533,,433.25708,0.02302
433.80374,0.01904,,434.1257,0.01331,,433.59506,0.01514,,433.60446,0.02292
434.16333,0.01907,,434.46576,0.01332,,433.92465,0.01505,,433.92813,0.02295
434.50861,0.01899,,434.79709,0.0133,,434.27377,0.01496,,434.27585,0.02297
434.8403,0.01892,,435.12183,0.01324,,434.61383,0.0148,,434.59711,0.02298
435.17163,0.01885,,435.45178,0.01321,,434.9469,0.01468,,434.93994,0.02297
435.51483,0.01878,,435.79007,0.01314,,435.28625,0.01467,,435.27512,0.02288
435.85245,0.01868,,436.13431,0.01312,,435.6131,0.01459,,435.61935,0.02282
436.17752,0.01869,,436.47507,0.01303,,435.95245,0.01441,,435.95697,0.02279
436.52979,0.01866,,436.80362,0.01296,,436.27927,0.01433,,436.29214,0.02284
436.86774,0.01864,,437.14612,0.01292,,436.612,0.01431,,436.65033,0.02275
437.19,0.0185,,437.47607,0.0129,,436.9545,0.01412,,436.9834,0.02265
437.52798,0.01849,,437.82379,0.01288,,437.28268,0.01398,,437.32031,0.02265
437.867,0.01846,,438.16348,0.01276,,437.60812,0.01393,,437.65167,0.02252
438.19345,0.0184,,438.49799,0.01275,,437.94119,0.01383,,437.98651,0.02244
438.53003,0.01836,,438.8342,0.01269,,438.26767,0.01372,,438.33353,0.02238
438.85544,0.0183,,439.17181,0.01261,,438.61191,0.01363,,438.65372,0.02232
439.19934,0.01824,,439.50211,0.01259,,438.95648,0.01343,,438.99063,0.02222
439.52301,0.01821,,439.8338,0.01246,,439.30734,0.01338,,439.33453,0.02212
439.86725,0.01817,,440.1763,0.01245,,439.6373,0.01332,,439.66797,0.02206
440.21008,0.01809,,440.51077,0.01237,,439.98187,0.01325,,440.00558,0.02204
440.53867,0.01804,,440.862,0.01228,,440.29858,0.0131,,440.34702,0.02189
440.88602,0.01802,,441.19473,0.01226,,440.63342,0.01296,,440.69928,0.02179
441.20135,0.01805,,441.52643,0.01219,,440.97244,0.01284,,441.03583,0.02168
441.53723,0.01799,,441.85809,0.01223,,441.28671,0.01284,,441.37833,0.02165
441.88318,0.01791,,442.1926,0.01217,,441.62119,0.01282,,441.71909,0.02158
442.202,0.01782,,442.53229,0.01214,,441.94974,0.01271,,442.03439,0.02152
442.55319,0.01775,,442.87131,0.01205,,442.27585,0.0127,,442.36749,0.02137
442.88629,0.01775,,443.20612,0.01203,,442.60791,0.01271,,442.70544,0.0213
443.21729,0.01769,,443.54724,0.01197,,442.9389,0.01263,,443.02948,0.02123
443.55664,0.01764,,443.88171,0.012,,443.27896,0.01256,,443.36536,0.02113
443.89322,0.0176,,444.19284,0.01187,,443.60855,0.0125,,443.68381,0.02105
444.22665,0.0175,,444.52072,0.01189,,443.95105,0.01245,,444.0141,0.02091
444.56601,0.01745,,444.87784,0.01184,,444.27927,0.01233,,444.35208,0.02081
444.88968,0.01744,,445.21616,0.01182,,444.61444,0.0123,,444.68515,0.02076
445.24017,0.0174,,445.55063,0.01182,,444.95065,0.01226,,445.02417,0.02073
445.56805,0.01737,,445.88025,0.01178,,445.3064,0.01219,,445.33182,0.0206
445.89801,0.01728,,446.21228,0.01172,,445.64853,0.01203,,445.67117,0.02053
446.24573,0.01729,,446.55127,0.01162,,445.99139,0.01203,,445.99799,0.02044
446.59659,0.0173,,446.88437,0.01158,,446.31958,0.012,,446.34222,0.02038
446.94708,0.01727,,447.23349,0.01154,,446.64502,0.01198,,446.6788,0.02031
447.29828,0.01727,,447.58017,0.01149,,446.98785,0.01191,,447.0105,0.02016
447.62476,0.01718,,447.91254,0.01151,,447.32407,0.01188,,447.36066,0.02005
447.95993,0.01714,,448.25085,0.01153,,447.66205,0.01192,,447.69269,0.01999
448.31009,0.01707,,448.59335,0.01156,,447.99512,0.01185,,448.02405,0.01992
448.66269,0.01696,,448.92957,0.01147,,448.34564,0.0119,,448.34283,0.01975
448.99402,0.01706,,449.26477,0.01156,,448.68082,0.01177,,448.66895,0.01971
449.33514,0.01697,,449.59924,0.01146,,449.05396,0.01168,,449.00867,0.01962
449.68808,0.0169,,449.92291,0.0115,,449.37729,0.01161,,449.33688,0.01953
450.02744,0.01694,,450.25287,0.0115,,449.70551,0.01153,,449.6651,0.01943
450.37308,0.01696,,450.58109,0.01147,,450.03546,0.01148,,449.98563,0.01937
450.73856,0.01688,,450.92007,0.01141,,450.37027,0.01139,,450.31384,0.01926
451.06641,0.01683,,451.25525,0.01148,,450.70441,0.01137,,450.6438,0.01909
451.39532,0.01677,,451.58521,0.01147,,451.05075,0.0113,,450.99463,0.01901
451.7326,0.01669,,451.91516,0.01143,,451.38522,0.01124,,451.33261,0.0189
452.08066,0.01673,,452.2493,0.0114,,451.71167,0.01127,,451.65768,0.01879
452.41687,0.01669,,452.58273,0.0114,,452.04825,0.01123,,451.98206,0.01869
452.76913,0.01668,,452.92068,0.01141,,452.37195,0.0112,,452.327,0.01863
453.09943,0.01666,,453.2677,0.01141,,452.71164,0.01127,,452.63394,0.01851
453.4259,0.01659,,453.61264,0.01141,,453.04785,0.01118,,452.98654,0.01848
453.77676,0.01654,,453.95551,0.01141,,453.3949,0.01112,,453.32242,0.01836
454.10358,0.01652,,454.30774,0.01132,,453.72833,0.01116,,453.66736,0.01828
454.43002,0.01652,,454.66486,0.01129,,454.08057,0.01112,,454.00531,0.01815
454.77393,0.01647,,454.98959,0.01134,,454.43002,0.01107,,454.36243,0.01802
455.10388,0.01637,,455.32755,0.01137,,454.76102,0.01101,,454.69238,0.01804
455.43591,0.01634,,455.67841,0.01128,,455.0976,0.01096,,455.02515,0.01787
455.76831,0.01633,,456.01288,0.01123,,455.42896,0.01087,,455.35648,0.01778
456.09198,0.01635,,456.3418,0.0112,,455.77039,0.01086,,455.67389,0.01775
456.43134,0.01634,,456.69055,0.01128,,456.09338,0.01084,,456.02579,0.01763
456.76303,0.01633,,457.02539,0.01126,,456.43796,0.01084,,456.3526,0.01755
457.09299,0.0163,,457.36789,0.01123,,456.78253,0.0108,,456.6937,0.01753
457.42783,0.01619,,457.70935,0.01118,,457.12015,0.01084,,457.02191,0.01738
457.76752,0.01623,,458.05219,0.01115,,457.45673,0.01081,,457.35498,0.01729
458.09399,0.01626,,458.39328,0.01117,,457.79156,0.01093,,457.67694,0.01721
458.42395,0.01615,,458.72601,0.01112,,458.12744,0.01084,,458.0264,0.01708
458.75983,0.01613,,459.04794,0.01112,,458.45773,0.01086,,458.3689,0.01705
459.103,0.01619,,459.38104,0.01107,,458.78699,0.01088,,458.72498,0.01696
459.44376,0.01604,,459.69949,0.01108,,459.11728,0.01081,,459.04517,0.01681
459.77823,0.01614,,460.02457,0.01101,,459.46674,0.01078,,459.37338,0.01668
460.1033,0.01611,,460.35138,0.01099,,459.78696,0.01082,,459.72528,0.0166
460.43536,0.01609,,460.6796,0.01095,,460.12943,0.0108,,460.04233,0.01657
460.76947,0.01609,,461.0144,0.01098,,460.47192,0.01077,,460.3869,0.01642
461.10605,0.01608,,461.34229,0.01089,,460.80328,0.01072,,460.73151,0.01639
461.43948,0.01596,,461.67398,0.01094,,461.16388,0.01066,,461.06284,0.01628
461.75479,0.01589,,462.01682,0.01088,,461.4827,0.01071,,461.37607,0.01627
462.09381,0.0159,,462.36279,0.01088,,461.79034,0.01061,,461.70987,0.01618
462.43387,0.01591,,462.69238,0.01088,,462.13422,0.01056,,462.05096,0.01612
462.77008,0.01589,,463.01294,0.01087,,462.46558,0.01061,,462.37604,0.01607
463.10284,0.01584,,463.33975,0.01083,,462.80667,0.01065,,462.70389,0.01595
463.43628,0.01577,,463.67877,0.01086,,463.13071,0.01061,,463.05301,0.01583
463.77423,0.01572,,464.01569,0.01081,,463.45193,0.01053,,463.39096,0.01576
464.1073,0.01565,,464.35156,0.01082,,463.78223,0.01037,,463.7258,0.01568
464.45782,0.01568,,464.68152,0.01075,,464.11847,0.01041,,464.05435,0.0156
464.78464,0.01564,,465.03375,0.01081,,464.45016,0.01029,,464.39511,0.01552
465.09857,0.01557,,465.36404,0.01074,,464.7735,0.01026,,464.71878,0.01539
465.43967,0.01559,,465.69888,0.01068,,465.11285,0.01024,,465.05676,0.01533
465.75671,0.01551,,466.03998,0.01069,,465.44244,0.01019,,465.40585,0.01527
466.09433,0.01549,,466.39224,0.01072,,465.77448,0.01022,,465.75775,0.01521
466.44867,0.01551,,466.72357,0.01061,,466.1264,0.01012,,466.09888,0.0151
466.76575,0.01547,,467.06433,0.01061,,466.45807,0.01016,,466.43542,0.01501
467.1145,0.01549,,467.42181,0.01063,,466.78976,0.01007,,466.77341,0.01495
467.4462,0.01549,,467.76013,0.01062,,467.11624,0.0101,,467.08905,0.01486
467.7887,0.01537,,468.0723,0.01065,,467.45108,0.01014,,467.42319,0.01475
468.11899,0.01542,,468.39389,0.01064,,467.79495,0.01009,,467.77441,0.01468
468.45346,0.01542,,468.73047,0.01063,,468.11899,0.01006,,468.11725,0.01459
468.78131,0.01537,,469.0726,0.01065,,468.4552,0.01003,,468.45346,0.01457
469.11127,0.0153,,469.40082,0.01071,,468.80118,0.01005,,468.8071,0.01451
469.44958,0.01531,,469.72589,0.01065,,469.14334,0.01004,,469.14682,0.01444
469.77118,0.01533,,470.0513,0.01059,,469.47015,0.01008,,469.47815,0.01422
470.10776,0.01536,,470.38788,0.01062,,469.80951,0.01005,,469.80951,0.01416
470.43246,0.01527,,470.71747,0.01065,,470.14642,0.0101,,470.12518,0.01405
470.76697,0.01528,,471.06696,0.01066,,470.48438,0.01004,,470.45337,0.01399
471.099,0.0153,,471.40143,0.01062,,470.83801,0.01002,,470.79272,0.01383
471.43521,0.01518,,471.7359,0.01068,,471.16486,0.00993,,471.14709,0.01375
471.77319,0.01524,,472.08047,0.01067,,471.50455,0.00987,,471.4819,0.01364
472.10001,0.01534,,472.40729,0.01063,,471.83102,0.00998,,471.81186,0.01366
472.44702,0.01527,,472.74353,0.01058,,472.16098,0.0098,,472.14948,0.01351
472.78046,0.01521,,473.08566,0.01055,,472.48883,0.00984,,472.48117,0.01348
473.11005,0.01523,,473.42853,0.01057,,472.81076,0.00975,,472.79996,0.01341
473.45639,0.01521,,473.75079,0.01057,,473.14734,0.00974,,473.12122,0.01328
473.79712,0.0151,,474.09363,0.01059,,473.47034,0.00973,,473.44141,0.01317
474.12256,0.0151,,474.43439,0.01052,,473.80026,0.00974,,473.78632,0.01307
474.45251,0.01506,,474.7626,0.0106,,474.12219,0.00973,,474.12708,0.01301
474.78036,0.01496,,475.0957,0.01061,,474.4567,0.00969,,474.44415,0.01296
475.12634,0.01477,,475.43018,0.0106,,474.79465,0.0097,,474.76782,0.01286
475.4549,0.01485,,475.77789,0.01059,,475.11694,0.00978,,475.1051,0.01277
475.78485,0.01477,,476.11307,0.01057,,475.4577,0.00962,,475.44479,0.01276
476.14478,0.01477,,476.44302,0.01046,,475.7988,0.00961,,475.78278,0.01263
476.48413,0.01468,,476.76459,0.01044,,476.13708,0.00962,,476.10608,0.01256
476.7998,0.01467,,477.08759,0.01041,,476.46704,0.00957,,476.43781,0.01253
477.13147,0.01461,,477.4158,0.01035,,476.80502,0.00955,,476.76599,0.01247
477.45831,0.01458,,477.74609,0.01041,,477.13602,0.00955,,477.09909,0.01238
477.7973,0.01461,,478.07605,0.01045,,477.45654,0.00948,,477.41962,0.01236
478.12274,0.01455,,478.41052,0.01042,,477.79419,0.00944,,477.767,0.01233
478.45093,0.01458,,478.745,0.01042,,478.12585,0.00941,,478.10461,0.01227
478.79028,0.01453,,479.07181,0.01045,,478.491,0.00935,,478.42795,0.01225
479.11398,0.0145,,479.39514,0.01048,,478.81573,0.00933,,478.75476,0.01222
479.44879,0.01443,,479.73172,0.01042,,479.14465,0.00934,,479.08783,0.01213
479.77527,0.01453,,480.0683,0.01038,,479.47598,0.00932,,479.43869,0.01209
480.10837,0.01452,,480.40625,0.01045,,479.82056,0.00928,,479.77701,0.01201
480.45572,0.0144,,480.74353,0.01041,,480.15817,0.00927,,480.10349,0.01204
480.77417,0.01442,,481.08673,0.01049,,480.48291,0.0093,,480.42993,0.01209
481.1076,0.01441,,481.42154,0.0104,,480.81146,0.00929,,480.76303,0.01202
481.44733,0.01444,,481.75287,0.01043,,481.14771,0.0093,,481.11075,0.01198
481.78461,0.01442,,482.07483,0.0104,,481.47241,0.0093,,481.45221,0.012
482.14694,0.01434,,482.42184,0.0104,,481.81525,0.00929,,481.78146,0.01189
482.46713,0.01436,,482.75354,0.01042,,482.13721,0.00934,,482.11316,0.0118
482.79742,0.0143,,483.09811,0.01034,,482.4675,0.00929,,482.44797,0.01175
483.13193,0.0142,,483.43295,0.01041,,482.81,0.00932,,482.78735,0.01177
483.46362,0.01415,,483.76605,0.01046,,483.15424,0.00929,,483.15143,0.01174
483.80576,0.01408,,484.10226,0.0105,,483.50681,0.00932,,483.4859,0.01172
484.14374,0.01398,,484.43359,0.01039,,483.85941,0.00922,,483.819,0.01158
484.47366,0.01409,,484.76636,0.01044,,484.19739,0.00921,,484.16498,0.01151
484.81827,0.01401,,485.10431,0.01052,,484.53326,0.00919,,484.49457,0.01143
485.16077,0.01405,,485.44855,0.01047,,484.87262,0.00916,,484.83255,0.01136
485.50012,0.01409,,485.76559,0.0105,,485.21268,0.00914,,485.16077,0.01133
485.83633,0.01395,,486.09277,0.01048,,485.54541,0.00915,,485.50708,0.01132
486.16,0.01397,,486.44189,0.01041,,485.87711,0.00913,,485.83981,0.0112
486.4837,0.01395,,486.78436,0.0104,,486.20044,0.0091,,486.17639,0.01115
486.83594,0.01399,,487.12408,0.01041,,486.55441,0.0092,,486.5032,0.01102
487.16138,0.01395,,487.46344,0.01046,,486.89587,0.00911,,486.84222,0.01102
487.50351,0.01391,,487.80975,0.01038,,487.2171,0.00907,,487.18506,0.01104
487.83521,0.0139,,488.14774,0.01044,,487.56796,0.00906,,487.52161,0.01099
488.18921,0.01385,,488.49512,0.01035,,487.90106,0.00904,,487.86063,0.01092
488.51288,0.01387,,488.83447,0.01038,,488.23413,0.00906,,488.17142,0.01082
488.84595,0.01387,,489.17102,0.01032,,488.57349,0.00906,,488.48846,0.01079
489.17279,0.01389,,489.50412,0.0103,,488.89752,0.00897,,488.8327,0.01074
489.50201,0.01388,,489.84802,0.01028,,489.23828,0.00894,,489.17694,0.01066
489.83893,0.01388,,490.18109,0.01025,,489.57938,0.00888,,489.48914,0.01056
490.16995,0.01383,,490.51801,0.01023,,489.91907,0.00891,,489.82709,0.01051
490.49988,0.01374,,490.84726,0.01018,,490.25983,0.00889,,490.16821,0.01051
490.85703,0.0138,,491.17755,0.01016,,490.58002,0.00884,,490.52533,0.0105
491.18524,0.01364,,491.51205,0.0101,,490.9295,0.0088,,490.8605,0.01043
491.51553,0.01358,,491.82736,0.01013,,491.27408,0.00885,,491.16467,0.01035
491.85977,0.01359,,492.16046,0.01004,,491.61377,0.00869,,491.49951,0.01033
492.21722,0.01355,,492.49561,0.01009,,491.94339,0.00873,,491.84024,0.01027
492.54651,0.01345,,492.83984,0.00999,,492.28308,0.00879,,492.17682,0.01021
492.89597,0.01338,,493.18201,0.01,,492.61722,0.00869,,492.51791,0.01019
493.2179,0.01344,,493.50604,0.00999,,492.96667,0.00872,,492.83673,0.01015
493.55411,0.01348,,493.84714,0.01006,,493.30429,0.00867,,493.18408,0.01012
493.89661,0.01354,,494.19623,0.01005,,493.62311,0.00865,,493.51718,0.01014
494.23981,0.01342,,494.52307,0.00997,,493.97256,0.00858,,493.85828,0.01002
494.57391,0.01347,,494.86905,0.01,,494.32446,0.00858,,494.18475,0.00988
494.89935,0.01349,,495.1983,0.00993,,494.66452,0.00864,,494.51331,0.0098
495.23907,0.01337,,495.52057,0.00999,,495.0025,0.00868,,494.86102,0.00978
495.5704,0.01338,,495.85681,0.00993,,495.34357,0.00867,,495.18262,0.00971
495.9021,0.01336,,496.18954,0.00992,,495.67493,0.00875,,495.50732,0.00972
496.21844,0.01328,,496.52576,0.00989,,496.00629,0.00867,,495.8345,0.00968
496.55365,0.01322,,496.86548,0.00982,,496.33273,0.0087,,496.185,0.00963
496.87976,0.01328,,497.19891,0.00995,,496.66269,0.00869,,496.52298,0.00961
497.21494,0.01315,,497.54138,0.00993,,496.96686,0.00875,,496.84805,0.00955
497.5285,0.01315,,497.88773,0.00992,,497.31772,0.00878,,497.18079,0.00957
497.86996,0.01315,,498.21732,0.00988,,497.63965,0.00876,,497.52887,0.00951
498.18494,0.01307,,498.55182,0.00994,,497.9682,0.00875,,497.8602,0.00952
498.51138,0.01306,,498.89639,0.00995,,498.3107,0.00877,,498.18701,0.00952
498.84518,0.01302,,499.23297,0.00992,,498.64343,0.00881,,498.51208,0.00951
499.19116,0.01293,,499.56396,0.00996,,498.96085,0.00877,,498.83228,0.00945
499.52563,0.01287,,499.90854,0.01,,499.29706,0.00885,,499.17825,0.00946
499.84583,0.01286,,500.23013,0.01001,,499.61588,0.0088,,499.53992,0.00937
500.19043,0.01293,,500.57959,0.0099,,499.9549,0.00877,,499.87823,0.0094
500.52454,0.01291,,500.91058,0.00991,,500.2998,0.00877,,500.21271,0.00938
500.85657,0.01295,,501.2374,0.00983,,500.62488,0.0088,,500.53745,0.00931
