T_REF [°C],TCDsignal_REF [a.u.],,T_1Mn [°C],TCDsignal_1Mn [a.u.],,T_1Cr [°C],TCDsignal_1Cr [a.u.],,T_1Fe [°C],TCDsignal_1Fe [a.u.]
200.09854,5.05E-04,,200.00166,5.15E-04,,199.93178,1.74E-04,,199.94656,0.00243
200.09521,5.44E-04,,199.99168,4.86E-04,,199.91809,2.50E-04,,199.93658,0.00253
200.08708,4.10E-04,,199.98317,4.96E-04,,199.91957,2.67E-04,,199.94547,0.00254
200.09189,4.86E-04,,199.97578,5.05E-04,,199.91588,3.08E-04,,199.95175,0.00251
200.0941,4.86E-04,,199.96542,4.96E-04,,199.89923,2.77E-04,,199.94843,0.00253
200.10373,4.70E-04,,199.96579,5.44E-04,,199.9059,2.38E-04,,199.94879,0.0024
200.10594,4.41E-04,,199.98317,5.17E-04,,199.90627,2.96E-04,,199.93658,0.00242
200.11111,4.51E-04,,199.97282,5.27E-04,,199.91588,2.12E-04,,199.94843,0.00248
200.1041,5.05E-04,,199.9621,5.27E-04,,199.89406,1.43E-04,,199.94508,0.00245
200.10039,5.27E-04,,199.95877,5.91E-04,,199.89554,2.03E-04,,199.95175,0.00247
200.10223,5.75E-04,,199.96246,5.27E-04,,199.92438,2.19E-04,,199.95914,0.00253
200.10262,5.84E-04,,199.95396,5.27E-04,,199.91957,1.74E-04,,199.94508,0.00257
200.10556,5.91E-04,,199.96432,4.67E-04,,199.92513,2.12E-04,,199.94547,0.00256
200.09854,5.94E-04,,199.9621,4.39E-04,,199.92957,2.77E-04,,199.95064,0.00254
200.0941,5.44E-04,,199.96765,4.79E-04,,199.9229,2.79E-04,,199.93695,0.00256
200.11111,5.94E-04,,199.97282,4.48E-04,,199.92142,3.27E-04,,199.97098,0.00265
200.09927,5.46E-04,,199.978,4.51E-04,,199.92993,3.15E-04,,199.98132,0.00262
200.10594,5.91E-04,,199.97578,4.03E-04,,199.93806,2.98E-04,,199.98946,0.00267
200.1174,6.48E-04,,199.97615,3.91E-04,,199.94028,1.81E-04,,199.98096,0.00269
200.11111,5.05E-04,,199.978,3.84E-04,,199.95877,8.82E-05,,199.97282,0.00258
200.11629,4.60E-04,,199.97615,3.81E-04,,199.96432,1.55E-04,,199.95729,0.00264
200.11111,4.96E-04,,199.98651,3.74E-04,,199.9743,1.26E-04,,199.95396,0.00256
200.10779,4.22E-04,,199.99797,3.91E-04,,199.96727,2.29E-04,,199.9621,0.00252
200.10779,5.46E-04,,199.99686,4.51E-04,,199.97282,1.36E-04,,199.9621,0.00245
200.09225,4.77E-04,,199.99612,4.86E-04,,199.96727,1.93E-04,,199.96246,0.00254
200.11296,4.79E-04,,200.00462,5.15E-04,,199.96727,1.43E-04,,199.97763,0.00257
200.09854,5.65E-04,,199.99797,5.72E-04,,199.95692,1.55E-04,,199.96765,0.00249
200.10556,5.84E-04,,199.99686,5.56E-04,,199.96765,2.03E-04,,199.97282,0.0025
200.09558,5.75E-04,,199.99463,5.46E-04,,199.95914,2.38E-04,,199.97763,0.0025
200.1174,4.39E-04,,200.01016,5.27E-04,,199.96394,1.74E-04,,199.95729,0.00247
200.12146,4.77E-04,,200.01831,5.72E-04,,199.96727,1.26E-04,,199.96765,0.00246
200.12257,4.48E-04,,200.03568,5.27E-04,,199.97578,1.43E-04,,199.978,0.00247
200.10927,5.25E-04,,200.04604,5.72E-04,,199.97061,1.84E-04,,199.97615,0.00247
200.09189,5.08E-04,,200.0549,5.27E-04,,199.97282,2.19E-04,,199.98317,0.00249
200.09373,5.05E-04,,200.07007,5.36E-04,,199.96875,1.45E-04,,199.98651,0.00258
200.09004,5.72E-04,,200.07635,5.08E-04,,199.96432,2.19E-04,,199.98761,0.0026
200.09706,5.63E-04,,200.07303,4.79E-04,,199.978,2.67E-04,,200.00018,0.00252
200.08191,5.27E-04,,200.08524,4.60E-04,,199.98244,2.69E-04,,199.98946,0.00256
200.0856,5.53E-04,,200.08376,5.56E-04,,199.98132,2.29E-04,,199.98613,0.00252
200.08043,5.75E-04,,200.08043,5.15E-04,,199.99612,2.00E-04,,199.98317,0.00246
200.05824,5.72E-04,,200.08672,5.44E-04,,199.98984,2.60E-04,,199.98244,0.00248
200.05602,5.46E-04,,200.08376,5.44E-04,,199.99463,2.41E-04,,199.98984,0.00246
200.06268,5.27E-04,,200.08154,5.72E-04,,199.99834,2.22E-04,,199.9695,0.00252
200.05307,5.56E-04,,200.07526,5.56E-04,,200.00684,2.67E-04,,199.99094,0.00249
200.05602,4.60E-04,,200.07858,5.27E-04,,199.98428,2.48E-04,,199.98096,0.0024
200.05786,5.27E-04,,200.08672,4.39E-04,,199.99612,2.79E-04,,199.97098,0.00249
200.05602,4.79E-04,,200.09004,4.77E-04,,199.99982,3.91E-04,,199.97098,0.00244
200.04567,4.20E-04,,200.09225,4.48E-04,,200.01349,3.46E-04,,199.97763,0.00246
200.03383,4.32E-04,,200.09521,4.20E-04,,200.02754,4.03E-04,,199.97061,0.0025
200.04788,3.84E-04,,200.08856,4.67E-04,,200.022,4.01E-04,,199.9536,0.00251
200.03235,3.84E-04,,200.08856,4.39E-04,,200.03606,3.34E-04,,199.95692,0.00257
200.02681,4.01E-04,,200.0941,4.58E-04,,200.02681,3.24E-04,,199.96765,0.00251
200.03235,3.27E-04,,200.09189,4.67E-04,,200.02385,3.55E-04,,199.98428,0.00253
200.02385,4.58E-04,,200.09706,5.56E-04,,200.03606,2.60E-04,,199.96765,0.00252
200.04271,3.34E-04,,200.09927,5.65E-04,,200.04123,1.43E-04,,199.96727,0.00253
200.02385,3.65E-04,,200.10556,5.53E-04,,200.02681,1.72E-04,,199.97763,0.00257
200.03754,3.36E-04,,200.10373,5.72E-04,,200.01387,1.74E-04,,199.98984,0.0026
200.0305,3.05E-04,,200.10742,5.65E-04,,200.01682,2.50E-04,,199.978,0.0026
200.01498,3.62E-04,,200.10556,5.82E-04,,200.01535,2.12E-04,,199.978,0.00257
200.01682,3.93E-04,,200.09521,4.51E-04,,200.00647,2.86E-04,,199.98096,0.00252
200.0172,3.93E-04,,200.08708,4.67E-04,,200.0098,3.65E-04,,199.97948,0.00259
200.01498,5.17E-04,,200.08337,5.27E-04,,200.00166,3.24E-04,,199.97061,0.00251
199.99463,4.86E-04,,200.08893,4.89E-04,,200.00536,4.51E-04,,199.97394,0.00248
200.00314,4.67E-04,,200.06822,4.51E-04,,200.00536,4.20E-04,,199.98096,0.00248
199.98946,5.75E-04,,200.0697,4.60E-04,,200.0087,4.32E-04,,199.98317,0.0024
199.99612,5.82E-04,,200.06268,3.46E-04,,200.00684,3.36E-04,,199.98096,0.00245
199.98761,5.65E-04,,200.05824,3.53E-04,,200.0087,4.60E-04,,199.98244,0.00252
199.98096,4.89E-04,,200.03754,3.65E-04,,200.0172,4.01E-04,,199.98651,0.00239
199.97061,6.51E-04,,200.03383,3.74E-04,,199.99094,3.93E-04,,199.96875,0.00244
199.96765,5.44E-04,,200.02385,3.34E-04,,200.01202,3.72E-04,,199.98651,0.0024
199.95396,6.79E-04,,200.0305,4.03E-04,,200.00684,3.62E-04,,199.98317,0.00235
199.9536,5.94E-04,,200.02681,3.93E-04,,200.02385,3.43E-04,,199.97282,0.00237
199.95064,6.96E-04,,200.02754,3.84E-04,,200.01535,2.88E-04,,199.95692,0.0024
199.94843,5.63E-04,,200.02016,4.20E-04,,200.00647,3.24E-04,,199.94547,0.00233
199.96098,6.39E-04,,200.0305,4.01E-04,,200.00684,3.72E-04,,199.9621,0.00232
199.96765,6.70E-04,,200.02385,3.93E-04,,200.02016,3.84E-04,,199.95877,0.00237
199.95064,7.37E-04,,200.02866,3.72E-04,,200.02052,4.29E-04,,199.96875,0.00247
199.94547,6.51E-04,,200.03088,3.27E-04,,200.02385,4.41E-04,,199.97061,0.00239
199.93658,6.79E-04,,200.03568,3.55E-04,,200.03383,3.53E-04,,199.98244,0.0024
199.94731,6.32E-04,,200.01387,3.84E-04,,200.02681,3.84E-04,,200.00166,0.00236
199.94028,6.03E-04,,200.01831,3.62E-04,,200.0305,3.72E-04,,199.98946,0.00239
199.9351,6.29E-04,,200.0087,4.51E-04,,200.04271,3.24E-04,,199.98428,0.00239
199.93806,6.70E-04,,200.00536,3.55E-04,,200.03198,3.24E-04,,199.9743,0.00238
199.93178,7.18E-04,,200.00166,3.84E-04,,200.03198,2.98E-04,,199.96025,0.00237
199.93474,7.27E-04,,199.99463,3.74E-04,,200.04419,2.98E-04,,199.95914,0.00242
199.95026,7.27E-04,,199.98946,4.22E-04,,200.022,2.67E-04,,199.9536,0.00247
199.94324,6.51E-04,,199.9928,4.10E-04,,200.02866,3.53E-04,,199.95877,0.0025
199.94028,6.39E-04,,200.00314,4.48E-04,,200.0305,2.86E-04,,199.95026,0.00248
199.9436,6.13E-04,,199.99612,4.39E-04,,200.02866,3.08E-04,,199.98946,0.00252
199.94028,6.96E-04,,200.00018,4.41E-04,,200.03235,3.53E-04,,199.98244,0.00252
199.94547,6.68E-04,,199.99501,3.93E-04,,200.022,3.05E-04,,199.97578,0.00261
199.94843,7.27E-04,,199.99094,4.70E-04,,200.039,3.55E-04,,199.96579,0.0025
199.95396,6.70E-04,,199.99686,4.39E-04,,200.02016,4.01E-04,,199.97578,0.00258
199.95175,6.51E-04,,200.00832,3.93E-04,,200.02385,3.43E-04,,199.96432,0.0025
199.93289,5.94E-04,,200.01387,4.39E-04,,200.022,3.08E-04,,199.96246,0.0025
199.93843,5.91E-04,,200.01904,3.84E-04,,200.0098,3.08E-04,,199.95581,0.00257
199.93474,6.01E-04,,200.00832,3.65E-04,,200.02533,2.69E-04,,199.94324,0.0025
199.93695,5.75E-04,,200.00647,4.01E-04,,200.02385,2.31E-04,,199.95396,0.00257
199.95175,6.32E-04,,200.01016,4.48E-04,,200.03235,2.50E-04,,199.95212,0.0026
199.94508,6.13E-04,,200.01498,4.39E-04,,200.03754,2.41E-04,,199.95914,0.00266
199.9621,6.32E-04,,200.0172,5.53E-04,,200.03717,2.98E-04,,199.9536,0.00263
199.94843,5.63E-04,,200.0098,4.96E-04,,200.03938,2.41E-04,,199.95692,0.00267
199.93474,5.25E-04,,199.99501,5.36E-04,,200.03938,1.74E-04,,199.9536,0.00263
199.93289,5.08E-04,,199.99612,4.39E-04,,200.0172,2.12E-04,,199.9436,0.00265
199.90256,4.79E-04,,200.00684,4.41E-04,,200.04604,2.19E-04,,199.92328,0.0026
199.91772,4.86E-04,,199.99797,4.77E-04,,200.039,2.31E-04,,199.93362,0.0027
199.91588,4.01E-04,,199.99686,5.17E-04,,200.01682,2.12E-04,,199.92807,0.00266
199.91772,3.74E-04,,200.01535,5.15E-04,,200.022,2.03E-04,,199.91255,0.00269
199.90219,3.15E-04,,200.01202,4.86E-04,,200.0405,2.60E-04,,199.91292,0.00268
199.89702,2.98E-04,,200.0172,3.84E-04,,200.01498,1.81E-04,,199.91995,0.00271
199.89406,2.67E-04,,200.01904,4.32E-04,,200.03754,1.24E-04,,199.93658,0.0028
199.90071,2.60E-04,,200.01016,3.93E-04,,200.03383,1.81E-04,,199.93806,0.00275
199.87704,2.19E-04,,200.00536,4.03E-04,,200.02866,1.26E-04,,199.92661,0.00273
199.88,2.50E-04,,200.00536,3.34E-04,,200.03754,5.01E-05,,199.96098,0.00275
199.88852,2.67E-04,,200.00832,3.74E-04,,200.00018,1.34E-04,,199.99686,0.00276
199.88925,3.62E-04,,199.99797,3.93E-04,,200.01349,1.93E-04,,200.03606,0.00279
199.88223,3.24E-04,,199.98798,3.46E-04,,200.00832,9.78E-05,,200.039,0.00285
199.88371,4.10E-04,,199.97948,3.65E-04,,200.00684,1.24E-04,,200.06674,0.00288
199.88519,3.55E-04,,199.96727,3.08E-04,,200.03568,1.17E-04,,200.08524,0.00276
199.89221,4.01E-04,,199.97615,3.27E-04,,200.0305,9.78E-05,,200.09744,0.00273
199.90256,3.84E-04,,199.97061,2.29E-04,,200.01535,1.26E-04,,200.12146,0.00273
199.89406,3.74E-04,,199.9695,2.10E-04,,200.0013,2.31E-04,,200.12592,0.00273
199.90738,3.81E-04,,199.96579,2.03E-04,,200.00314,2.00E-04,,200.13109,0.00267
199.89554,3.81E-04,,199.94547,2.38E-04,,200.01202,2.48E-04,,200.13515,0.00257
199.91995,3.72E-04,,199.9436,2.48E-04,,200.01164,1.34E-04,,200.13959,0.00253
199.91809,2.86E-04,,199.94324,2.31E-04,,199.99834,2.03E-04,,200.11777,0.00254
199.90923,2.86E-04,,199.9351,2.69E-04,,199.99501,1.62E-04,,200.10742,0.00251
199.9059,3.05E-04,,199.92438,3.15E-04,,199.98946,2.00E-04,,200.10927,0.00248
199.92328,3.17E-04,,199.92142,3.53E-04,,199.98096,1.53E-04,,200.13293,0.00253
199.92993,2.12E-04,,199.90738,3.62E-04,,199.99168,2.22E-04,,200.15881,0.00253
199.92438,2.79E-04,,199.91292,3.36E-04,,199.99501,2.77E-04,,200.15216,0.00248
199.93806,2.57E-04,,199.91772,3.62E-04,,199.98317,2.29E-04,,200.16733,0.00251
199.94324,2.10E-04,,199.91588,3.34E-04,,199.9743,2.67E-04,,200.17952,0.00245
199.94508,2.57E-04,,199.92807,3.62E-04,,199.96394,1.84E-04,,200.16029,0.00242
199.94843,2.79E-04,,199.91772,2.38E-04,,199.97578,1.24E-04,,200.15031,0.00239
199.96765,2.79E-04,,199.92105,2.98E-04,,199.96579,1.43E-04,,200.16583,0.00244
199.95396,2.96E-04,,199.9229,3.62E-04,,199.9621,2.00E-04,,200.17546,0.00243
199.94731,3.62E-04,,199.92957,2.86E-04,,199.9621,1.84E-04,,200.16879,0.00243
199.95692,3.36E-04,,199.9229,2.88E-04,,199.95877,2.19E-04,,200.17583,0.00239
199.95175,3.46E-04,,199.92807,3.05E-04,,199.9536,2.19E-04,,200.181,0.00243
199.93806,3.15E-04,,199.91772,2.88E-04,,199.96542,2.03E-04,,200.18913,0.00243
199.95914,4.20E-04,,199.90923,2.98E-04,,199.95692,2.31E-04,,200.17952,0.00242
199.95396,3.43E-04,,199.92142,3.17E-04,,199.9536,2.00E-04,,200.16214,0.00243
199.95396,4.01E-04,,199.92142,2.50E-04,,199.95729,2.31E-04,,200.164,0.0024
199.94879,3.15E-04,,199.92957,2.38E-04,,199.95692,1.81E-04,,200.17027,0.00239
199.95026,3.91E-04,,199.93474,2.19E-04,,199.95396,2.48E-04,,200.17915,0.0024
199.94508,2.69E-04,,199.92513,2.41E-04,,199.96432,1.55E-04,,200.15881,0.00243
199.94214,2.77E-04,,199.93362,2.38E-04,,199.94879,3.43E-04,,200.16177,0.00243
199.92661,3.34E-04,,199.93362,2.69E-04,,199.94176,3.55E-04,,200.16066,0.0024
199.93806,2.77E-04,,199.93178,2.03E-04,,199.94656,3.55E-04,,200.15881,0.00241
199.94214,3.34E-04,,199.92624,3.27E-04,,199.94879,2.96E-04,,200.18581,0.00241
199.94731,2.96E-04,,199.92957,2.77E-04,,199.96765,2.79E-04,,200.19765,0.00238
199.94879,2.69E-04,,199.92807,2.79E-04,,199.98613,3.91E-04,,200.21872,0.00228
199.93178,2.50E-04,,199.9229,2.48E-04,,199.98651,4.01E-04,,200.23239,0.00236
199.92807,1.74E-04,,199.93362,2.67E-04,,199.97061,2.98E-04,,200.25275,0.00225
199.92993,2.98E-04,,199.93474,1.91E-04,,199.978,3.27E-04,,200.25458,0.00227
199.94028,2.69E-04,,199.94176,1.34E-04,,199.97098,3.84E-04,,200.25792,0.00221
199.93806,3.24E-04,,199.94656,1.65E-04,,199.98096,2.88E-04,,200.25977,0.00211
199.95175,3.05E-04,,199.92624,1.45E-04,,199.98317,2.19E-04,,200.27159,0.00206
199.92957,3.17E-04,,199.91144,1.62E-04,,199.97394,2.79E-04,,200.27863,0.00207
199.91957,2.79E-04,,199.90775,8.82E-05,,199.98651,2.79E-04,,200.28491,0.00208
199.94508,2.60E-04,,199.89702,1.14E-04,,199.98428,2.38E-04,,200.28195,0.00209
199.92624,3.17E-04,,199.90256,9.78E-05,,199.98651,2.86E-04,,200.2886,0.00206
199.91624,2.96E-04,,199.89923,3.10E-05,,199.99094,2.48E-04,,200.29378,0.00213
199.92513,2.60E-04,,199.89406,2.15E-05,,199.98798,2.31E-04,,200.31448,0.00205
199.92142,2.88E-04,,199.90627,4.77E-05,,199.96727,1.91E-04,,200.32596,0.00196
199.93178,3.05E-04,,199.9059,0,,199.98946,1.72E-04,,200.34665,0.00201
199.91995,2.79E-04,,199.9059,5.01E-05,,199.98244,2.48E-04,,200.35332,0.00203
199.92957,2.38E-04,,199.90109,5.72E-05,,199.99168,1.43E-04,,200.3548,0.00207
199.91809,3.27E-04,,199.88852,6.68E-05,,199.98428,2.38E-04,,200.34665,0.00189
199.92957,2.48E-04,,199.87483,2.86E-05,,199.98651,2.79E-04,,200.3633,0.00195
199.93806,2.03E-04,,199.88223,3.81E-05,,199.98761,3.24E-04,,200.35516,0.0019
199.94028,2.29E-04,,199.87852,1.45E-04,,199.97763,2.31E-04,,200.34851,0.00187
199.94176,1.84E-04,,199.88556,5.72E-05,,199.95026,2.67E-04,,200.3315,0.00178
199.93658,1.84E-04,,199.88187,1.74E-04,,199.96098,3.24E-04,,200.34665,0.00182
199.93843,1.84E-04,,199.88519,1.62E-04,,199.96727,2.79E-04,,200.33298,0.00168
199.94547,1.81E-04,,199.88741,1.81E-04,,199.96246,3.53E-04,,200.32742,0.00163
199.94843,1.62E-04,,199.89406,1.93E-04,,199.94843,3.34E-04,,200.32742,0.00161
199.95064,1.93E-04,,199.8959,2.19E-04,,199.95396,3.46E-04,,200.33778,0.00159
199.95544,1.93E-04,,199.89702,1.93E-04,,199.93658,3.84E-04,,200.34332,0.0014
199.9536,2.50E-04,,199.90442,2.88E-04,,199.93658,2.96E-04,,200.34518,0.00146
199.9621,2.48E-04,,199.90923,3.34E-04,,199.91995,3.15E-04,,200.33815,0.00141
199.96765,3.08E-04,,199.89923,2.69E-04,,199.92438,3.34E-04,,200.34332,0.00133
199.96098,2.86E-04,,199.88704,3.05E-04,,199.91476,3.93E-04,,200.32596,0.00133
199.9621,2.48E-04,,199.89037,3.65E-04,,199.91809,3.43E-04,,200.3241,0.00132
199.95877,2.69E-04,,199.88556,3.65E-04,,199.90959,3.53E-04,,200.33815,0.0012
199.96542,2.67E-04,,199.90256,4.41E-04,,199.90627,3.08E-04,,200.323,0.00122
199.94843,2.29E-04,,199.89406,4.51E-04,,199.89923,3.27E-04,,200.3241,0.00115
199.94176,2.10E-04,,199.90775,3.62E-04,,199.88556,2.50E-04,,200.32742,0.00112
199.95396,3.36E-04,,199.90442,3.34E-04,,199.89406,2.96E-04,,200.33113,0.00109
199.96394,3.36E-04,,199.90627,3.91E-04,,199.91588,2.96E-04,,200.33261,0.00102
199.95544,2.88E-04,,199.92328,4.39E-04,,199.89702,3.08E-04,,200.32446,0.001
199.96432,3.34E-04,,199.92807,3.46E-04,,199.88371,2.98E-04,,200.30562,8.96E-04
199.9621,3.34E-04,,199.94214,3.36E-04,,199.88741,2.98E-04,,200.29674,9.82E-04
199.95396,3.08E-04,,199.94508,4.03E-04,,199.89777,3.05E-04,,200.29895,9.82E-04
199.94547,3.27E-04,,199.93806,4.12E-04,,199.90627,2.50E-04,,200.29341,0.00105
199.94508,3.15E-04,,199.92142,3.08E-04,,199.89702,3.55E-04,,200.30524,0.00104
199.95544,2.60E-04,,199.91292,3.17E-04,,199.88741,3.24E-04,,200.28712,9.44E-04
199.94731,3.27E-04,,199.91995,3.53E-04,,199.89554,4.03E-04,,200.29193,8.94E-04
199.94028,4.48E-04,,199.91624,3.24E-04,,199.88519,2.98E-04,,200.27455,9.54E-04
199.95175,3.74E-04,,199.91292,3.15E-04,,199.88704,2.10E-04,,200.25052,9.61E-04
199.94843,3.91E-04,,199.92142,4.20E-04,,199.89702,2.50E-04,,200.25237,9.82E-04
199.93806,3.46E-04,,199.91144,3.65E-04,,199.89221,2.96E-04,,200.26086,8.96E-04
199.93178,3.84E-04,,199.9144,3.93E-04,,199.90071,2.03E-04,,200.242,8.11E-04
199.93806,3.81E-04,,199.91772,4.41E-04,,199.89702,2.79E-04,,200.23906,8.87E-04
199.9436,3.62E-04,,199.92438,2.98E-04,,199.89406,2.60E-04,,200.23721,8.68E-04
199.95026,3.53E-04,,199.9229,3.46E-04,,199.91255,1.91E-04,,200.23203,7.82E-04
199.94324,2.98E-04,,199.92624,3.27E-04,,199.9229,1.84E-04,,200.23018,7.61E-04
199.91772,2.69E-04,,199.92661,3.84E-04,,199.91809,1.84E-04,,200.22685,6.56E-04
199.91809,2.86E-04,,199.93178,4.01E-04,,199.91292,1.93E-04,,200.20467,6.65E-04
199.92624,2.38E-04,,199.92807,3.34E-04,,199.91809,2.79E-04,,200.20134,6.58E-04
199.91292,2.67E-04,,199.92105,3.36E-04,,199.91292,2.00E-04,,200.18063,6.87E-04
199.91144,1.74E-04,,199.91588,3.08E-04,,199.9059,2.69E-04,,200.18913,6.56E-04
199.91809,1.07E-04,,199.92328,2.98E-04,,199.91071,2.41E-04,,200.17435,6.20E-04
199.91255,1.74E-04,,199.92661,4.03E-04,,199.90959,2.69E-04,,200.16583,6.94E-04
199.9144,2.00E-04,,199.93658,3.24E-04,,199.92845,1.81E-04,,200.15364,7.15E-04
199.92328,2.38E-04,,199.95175,3.34E-04,,199.9229,1.07E-04,,200.13995,6.68E-04
199.9229,1.93E-04,,199.95026,3.53E-04,,199.89923,1.74E-04,,200.13959,6.58E-04
199.91624,1.55E-04,,199.93178,4.39E-04,,199.9144,1.34E-04,,200.12592,5.82E-04
199.92661,2.38E-04,,199.93178,3.62E-04,,199.91772,1.62E-04,,200.12146,6.37E-04
199.92142,2.29E-04,,199.93991,3.74E-04,,199.90959,1.53E-04,,200.11407,6.96E-04
199.93289,1.72E-04,,199.93658,4.10E-04,,199.91071,7.87E-05,,200.10262,5.91E-04
199.93991,1.65E-04,,199.94879,3.81E-04,,199.92142,6.91E-05,,200.07858,5.89E-04
199.91292,1.72E-04,,199.95175,3.34E-04,,199.89923,1.43E-04,,200.0856,6.39E-04
199.92328,1.14E-04,,199.95692,3.24E-04,,199.92328,1.14E-04,,200.07635,6.46E-04
199.95026,8.58E-05,,199.94843,3.62E-04,,199.90923,2.31E-04,,200.07303,5.79E-04
199.93474,1.55E-04,,199.95692,2.88E-04,,199.90959,2.03E-04,,200.06268,5.22E-04
199.93806,1.05E-04,,199.95544,3.65E-04,,199.91588,2.48E-04,,200.05269,6.29E-04
199.95175,1.14E-04,,199.95175,3.91E-04,,199.90219,2.57E-04,,200.07487,6.18E-04
199.93806,1.14E-04,,199.96025,3.62E-04,,199.91071,1.45E-04,,200.05417,5.32E-04
199.9436,2.10E-04,,199.96432,3.74E-04,,199.9059,1.91E-04,,200.04973,6.84E-04
199.94028,2.19E-04,,199.97061,4.12E-04,,199.89923,1.17E-04,,200.05824,6.27E-04
199.95175,2.67E-04,,199.98465,3.72E-04,,199.91071,1.14E-04,,200.04567,5.72E-04
199.9621,3.08E-04,,199.99612,3.62E-04,,199.90775,1.43E-04,,200.02866,5.44E-04
199.94843,2.10E-04,,200.0013,3.65E-04,,199.90627,1.24E-04,,200.02681,5.34E-04
199.95064,1.93E-04,,200.00832,3.55E-04,,199.92624,1.91E-04,,200.02385,5.03E-04
199.94324,2.00E-04,,200.02348,4.41E-04,,199.91624,2.12E-04,,200.01831,5.60E-04
199.93843,3.08E-04,,200.03235,3.62E-04,,199.91144,1.34E-04,,200.00018,4.58E-04
199.94508,3.24E-04,,200.04271,3.74E-04,,199.91995,1.45E-04,,200.00536,3.98E-04
199.95175,3.72E-04,,200.05602,3.74E-04,,199.90775,1.74E-04,,199.98984,3.62E-04
199.96765,3.24E-04,,200.06822,3.74E-04,,199.92845,1.45E-04,,199.98244,3.05E-04
199.95692,2.48E-04,,200.07709,2.86E-04,,199.90775,1.43E-04,,199.96098,2.29E-04
199.95914,2.57E-04,,200.08672,2.86E-04,,199.95026,2.22E-04,,199.97282,1.98E-04
199.95729,3.34E-04,,200.08708,2.88E-04,,199.93289,1.65E-04,,199.96579,1.50E-04
199.96765,2.69E-04,,200.10039,2.69E-04,,199.92513,2.00E-04,,199.98317,1.79E-04
199.978,2.57E-04,,200.10742,2.98E-04,,199.92142,1.05E-04,,199.97244,7.39E-05
199.9695,2.22E-04,,200.11111,2.29E-04,,199.93178,2.29E-04,,199.9621,6.68E-05
199.9621,1.81E-04,,200.12997,2.60E-04,,199.91809,2.29E-04,,199.97578,0
199.95914,1.65E-04,,200.13441,1.84E-04,,199.92105,2.67E-04,,199.97061,7.63E-05
199.97244,2.10E-04,,200.15733,2.31E-04,,199.92142,3.24E-04,,199.98096,3.81E-05
199.96765,2.57E-04,,200.164,1.84E-04,,199.91624,2.96E-04,,199.97282,9.30E-05
199.95877,1.84E-04,,200.17915,2.31E-04,,199.92142,2.67E-04,,199.96765,1.03E-04
199.95692,2.38E-04,,200.18285,1.45E-04,,199.92624,3.24E-04,,199.96542,1.50E-04
199.95877,1.43E-04,,200.19617,2.00E-04,,199.93362,3.91E-04,,199.97578,1.14E-04
199.93178,1.24E-04,,200.19986,2.10E-04,,199.94176,3.46E-04,,199.96432,1.34E-04
199.92993,2.03E-04,,200.22833,2.50E-04,,199.95914,4.03E-04,,199.95914,1.43E-04
199.92993,1.84E-04,,200.23239,2.22E-04,,199.95175,3.53E-04,,199.96727,6.68E-05
199.91588,2.86E-04,,200.23758,2.22E-04,,199.96875,3.43E-04,,199.95692,9.30E-05
199.93289,2.98E-04,,200.25754,2.38E-04,,199.98244,4.20E-04,,199.95396,1.67E-05
199.92845,2.57E-04,,200.26642,2.60E-04,,199.98428,3.93E-04,,199.94656,1.22E-04
199.94547,3.15E-04,,200.27307,2.79E-04,,199.98613,4.60E-04,,199.94656,7.39E-05
199.92993,2.67E-04,,200.27863,2.98E-04,,199.99982,3.84E-04,,199.95212,9.30E-05
199.92105,2.38E-04,,200.2764,2.41E-04,,200.022,4.01E-04,,199.94547,1.62E-04
199.92142,2.22E-04,,200.28712,2.98E-04,,200.0172,3.72E-04,,199.94547,1.67E-05
199.92513,2.98E-04,,200.29045,2.69E-04,,200.01682,3.43E-04,,199.93178,3.58E-05
199.92957,2.88E-04,,200.2971,3.62E-04,,200.01349,3.08E-04,,199.94547,0
199.93178,1.36E-04,,200.29674,2.77E-04,,200.01904,3.24E-04,,199.94547,4.53E-05
199.94508,1.36E-04,,200.30562,3.43E-04,,200.02016,2.31E-04,,199.96432,1.24E-04
199.94731,8.58E-05,,200.31929,2.79E-04,,200.00832,2.31E-04,,199.95212,5.48E-05
199.94731,8.82E-05,,200.31596,3.27E-04,,200.01016,2.03E-04,,199.94176,1.91E-05
199.9436,1.81E-04,,200.3156,3.53E-04,,199.99834,1.74E-04,,199.94324,1.22E-04
199.94324,1.14E-04,,200.32225,2.67E-04,,200.00018,2.12E-04,,199.93178,9.30E-05
199.94731,1.24E-04,,200.33113,2.96E-04,,200.01164,2.69E-04,,199.93178,1.22E-04
199.96579,1.65E-04,,200.33261,3.27E-04,,200.02681,2.19E-04,,199.93806,5.72E-05
199.9695,6.91E-05,,200.34111,2.48E-04,,200.02754,2.10E-04,,199.91292,1.41E-04
199.95396,8.82E-05,,200.34665,3.15E-04,,200.02385,1.81E-04,,199.88037,2.38E-04
199.97061,4.05E-05,,200.3548,2.77E-04,,200.02385,1.84E-04,,199.84969,2.96E-04
199.95914,0,,200.3718,4.01E-04,,200.0305,9.54E-05,,199.82381,2.65E-04
199.96432,7.63E-05,,200.3792,3.15E-04,,200.039,9.78E-05,,199.79977,3.62E-04
199.97578,5.01E-05,,200.37883,3.72E-04,,200.0305,4.05E-05,,199.79977,4.20E-04
