Tipo,TOS_30H2_CO2 [h],X_CH4_30H2_CO2 [%],X_CO2_30H2_CO2 [%]
60CO2_C1,9.99611,27.73561,38.56062
60CO2_C1,10.1375,27.79346,38.7173
60CO2_C1,10.27917,27.68631,38.45749
60CO2_C1,10.42111,27.67247,38.52104
60CO2_C1,10.56278,27.5842,38.42207
60CO2_C1,10.70389,27.58537,38.33384
60CO2_C1,10.84556,27.52941,38.36519
60CO2_C1,10.98722,27.5058,38.38895
60CO2_C1,11.12889,27.56245,38.20086
60CO2_C1,11.27028,27.39244,38.07104
60CO2_C1,11.41194,27.41441,38.1528
60CO2_C1,11.55389,27.41119,38.15112
60CO2_C1,11.69528,27.32081,37.98988
60CO2_C1,11.83694,27.26309,38.01399
60CO2_C1,11.97889,27.19792,37.91886
60CO2_C1,12.12028,27.16366,37.92393
60CO2_C1,12.26194,27.07779,38.02595
60CO2_C1,12.40361,27.19303,37.93815
60CO2_C1,12.545,27.09301,37.86389
60CO2_C1,12.68667,26.91658,37.77879
60CO2_C1,12.82861,27.012,37.75922
60CO2_C1,12.96972,27.01901,37.84305
60CO2_C1,13.11167,26.91554,37.75492
60CO2_C1,13.25333,26.93893,37.68442
60CO2_C1,13.39472,26.82979,37.47972
60CO2_C1,13.53639,26.80879,37.66961
60CO2_C1,13.67806,26.80731,37.57654
60CO2_C1,13.81972,26.77957,37.59139
60CO2_C1,13.96111,26.74931,37.5042
60CO2_C1,14.1025,26.74768,37.46644
60CO2_C1,14.24417,26.68978,37.417
60CO2_C1,14.38583,26.62469,37.45116
60CO2_C1,14.5275,26.58317,37.33776
60CO2_C1,14.66917,26.58448,37.3106
60CO2_C1,14.81056,26.4645,37.27366
60CO2_C1,14.95222,26.53885,37.14622
60CO2_C1,15.09417,26.47684,37.34898
60CO2_C1,15.23556,26.41791,37.23217
60CO2_C1,15.37722,26.44506,37.06949
60CO2_C1,15.51889,26.33135,37.10956
60CO2_C1,15.66083,26.31394,36.98386
60CO2_C1,15.80194,26.32945,37.17837
60CO2_C1,15.94389,26.34437,37.20445
60CO2_C1,16.08556,26.26035,37.02803
60CO2_C1,16.22667,26.18658,37.04731
60CO2_C1,16.36833,26.2586,36.9789
60CO2_C1,16.51,26.11566,36.85219
60CO2_C1,16.65167,26.14844,36.91902
60CO2_C1,16.79306,26.01862,36.79937
60CO2_C1,16.93472,26.06729,36.86261
60CO2_C1,17.07667,26.03221,36.80446
60CO2_C1,17.21833,26.01967,36.8283
60CO2_C1,17.35972,25.98607,36.58354
60CO2_C1,17.50139,25.95575,36.78417
60CO2_C1,17.64333,25.98911,36.77532
60CO2_C1,17.78472,26.04703,36.61781
60CO2_C1,17.92639,25.88419,36.42415
60CO2_C1,18.06778,25.86021,36.58265
60CO2_C1,18.20944,25.91609,36.75852
60CO2_C1,18.35083,25.87784,36.70117
60CO2_C1,18.4925,25.85154,36.41979
60CO2_C1,18.63417,25.86309,36.55705
60CO2_C1,18.77583,25.70748,36.5931
60CO2_C1,18.91778,25.79246,36.48653
60CO2_C1,19.05944,25.76733,36.33429
60CO2_C1,19.20083,25.76277,36.39768
60CO2_C1,19.3425,25.78065,36.41706
60CO2_C1,19.48417,25.64677,36.40769
60CO2_C1,19.62583,25.68877,36.44084
60CO2_C1,19.76722,25.70687,36.37686
60CO2_C1,19.90889,25.62671,36.29668
60CO2_C1,20.05056,25.61406,36.40755
60CO2_C1,20.19222,25.53181,36.42888
60CO2_C1,20.33361,25.59831,36.17577
60CO2_C1,20.475,25.39528,36.20397
60CO2_C1,20.61667,25.44074,36.07491
60CO2_C1,20.75833,25.52862,36.17592
60CO2_C1,20.9,25.52568,36.04367
60CO2_C1,21.04139,25.48402,36.02554
60CO2_C1,21.18306,25.41177,35.9955
60CO2_C1,21.32472,25.42875,35.98573
60CO2_C1,21.46639,25.48902,36.05273
60CO2_C1,21.60833,25.44053,35.97726
60CO2_C1,21.74944,25.2819,36.00043
60CO2_C1,21.89139,25.31544,35.86387
60CO2_C1,22.03333,25.31862,35.75183
60CO2_C1,22.17472,25.14839,35.94164
60CO2_C1,22.31639,25.19669,35.784
60CO2_C1,22.45806,25.12456,35.86688
60CO2_C1,22.59917,25.06199,35.96519
60CO2_C1,22.74083,25.20161,35.76388
60CO2_C1,22.8825,25.13799,35.80571
60CO2_C1,23.02389,25.15826,35.86385
60CO2_C1,23.16556,25.1822,35.72364
60CO2_C1,23.30722,25.14194,35.61427
60CO2_C1,23.44917,25.12184,35.80726
60CO2_C1,23.59056,24.9574,35.65092
60CO2_C1,23.7325,25.07565,35.7031
60CO2_C1,23.87389,24.96527,35.70647
