TOS_REF[h],X_CH4_REF [%],X_CO2_REF [%],,TOS_1Mn [h],X_CH4_1Mn [%],X_CO2_1Mn [%],,TOS_0.5Mn [h],X_CH4_0.5Mn [%],X_CO2_0.5Mn [%],,TOS_0.25Mn [h],X_CH4_0.25Mn [%],X_CO2_0.25 Mn [%],,TOS_1Cr [h],X_CH4_1Cr [%],X_CO2_1Cr [%],,TOS-0.5Cr [h],X_CH4_0.5Cr [%],X_CO2_0.5Cr [%],,TOS_0.25Cr [h],X_CH4_0.25Cr [%],X_CO2_0.25Cr [%],,TOS_1Fe [h],X_CH4_1Fe [%],X_CO2_1Fe [%],,TOS_0.5Fe [h],X_CH4_0.5Fe [%],X_CO2_0.5Fe [%],,TOS_0.25Fe [h],X_CH4_0.25Fe [%],X_CO2_0.25Fe [%]
21.75,22.43741,33.00459,,21.60806,31.41778,42.78498,,21.60806,32.79139,44.35955,,21.60833,27.75183,38.45136,,21.60833,30.4154,41.33918,,21.60806,29.60604,41.32849,,21.60806,28.28325,39.21534,,21.60861,30.07892,42.98143,,21.60833,38.55521,51.14933,,21.74944,35.17721,47.38978
21.89167,22.36684,32.80464,,21.74972,31.47531,42.74401,,21.74972,32.98664,44.40619,,21.74972,27.49348,38.53808,,21.75028,30.19535,41.25768,,21.74972,29.48546,41.25787,,21.74972,28.32985,39.17338,,21.75,29.97456,43.03434,,21.75,38.55028,50.94341,,21.89111,35.13797,47.48143
22.03306,22.32714,32.91481,,21.89139,31.36816,42.71247,,21.89111,32.82556,44.34561,,21.89167,27.61908,38.50919,,21.89167,30.26401,41.29858,,21.89139,29.40479,41.34076,,21.89139,28.2565,39.06496,,21.89139,30.0456,43.10082,,21.89167,38.50553,51.08495,,22.03333,35.23525,47.33104
22.17472,22.31195,32.68206,,22.03278,31.30854,42.75589,,22.03306,32.82876,44.33556,,22.03333,27.35944,38.55033,,22.03333,30.14293,41.36811,,22.03278,29.40157,41.18971,,22.03306,28.20053,39.18035,,22.03306,30.0345,42.89238,,22.03333,38.51295,51.0545,,22.17444,35.00145,47.46159
22.31611,22.37534,32.70128,,22.17444,31.38162,42.74612,,22.17417,32.87078,44.35425,,22.175,27.36023,38.34123,,22.175,30.18208,41.26425,,22.17444,29.55417,41.25714,,22.17472,28.11786,39.02947,,22.17472,30.04366,42.88075,,22.17472,38.40303,51.1383,,22.31611,34.92209,47.30866
22.45778,22.39183,32.63868,,22.31639,31.33479,42.7148,,22.31583,32.88112,44.27297,,22.31667,27.35616,38.49147,,22.31667,30.03943,41.14461,,22.31611,29.44278,41.25829,,22.31611,28.08275,38.91748,,22.31667,29.96994,43.01838,,22.31611,38.45248,51.04006,,22.45778,35.01373,47.22318
22.59944,22.29004,32.60276,,22.45806,31.26691,42.43369,,22.4575,32.71408,44.28926,,22.45833,27.42273,38.48467,,22.45806,29.96961,41.42675,,22.45778,29.48519,41.06941,,22.45806,28.14751,39.03746,,22.45806,30.01809,43.08636,,22.45778,38.42002,51.00555,,22.59972,34.89586,47.1848
22.74111,22.3489,32.62377,,22.59972,31.27313,42.60852,,22.59917,32.68177,44.28248,,22.59972,27.15097,38.40643,,22.59972,30.01623,41.17983,,22.59944,29.38771,41.12658,,22.59944,28.14062,39.09782,,22.59944,29.98168,42.89475,,22.59944,38.4519,50.9645,,22.74111,34.73806,47.25131
22.8825,22.36039,32.75458,,22.74139,31.25541,42.4378,,22.74056,32.75563,44.19085,,22.74167,27.30588,38.60538,,22.74111,29.89932,41.07674,,22.74111,29.35694,41.13921,,22.74111,28.03229,38.96075,,22.74111,29.94837,42.94334,,22.74083,38.34877,50.8588,,22.8825,34.73633,47.09321
23.02444,22.26818,32.67551,,22.88306,31.12974,42.73329,,22.8825,32.62136,43.76696,,22.88306,27.26576,38.41294,,22.8825,30.04045,41.22655,,22.88278,29.33201,41.1136,,22.8825,27.83229,39.03148,,22.88306,30.04008,42.93098,,22.8825,38.4674,50.94115,,23.02417,34.78488,46.99088
23.16583,22.35774,32.66094,,23.02444,31.2054,42.47885,,23.02417,32.05562,43.61267,,23.02472,27.29651,38.3547,,23.02417,29.91156,41.12765,,23.02472,29.38648,40.99646,,23.02417,28.02169,38.84139,,23.02417,29.99678,42.92686,,23.02417,38.36324,50.89892,,23.16583,34.71949,47.03451
23.3075,22.25685,32.56855,,23.16583,31.07658,42.64681,,23.16556,32.06781,43.57465,,23.16639,27.22487,38.32176,,23.16583,29.85534,40.9638,,23.16611,29.18546,41.05924,,23.16583,27.99103,38.9202,,23.16583,29.92176,42.8102,,23.16583,38.48445,50.91942,,23.3075,34.7344,47.01222
23.44917,22.28491,32.65511,,23.3075,31.10225,42.51611,,23.30694,32.11986,43.37801,,23.30806,27.3505,38.29274,,23.30722,29.80993,41.09337,,23.30778,29.16269,40.87996,,23.30722,27.88863,38.77987,,23.3075,29.87764,42.87258,,23.30722,38.36458,50.94842,,23.44889,34.69308,47.02015
23.59056,22.17821,32.67988,,23.44917,31.1039,42.47194,,23.44889,32.07607,43.51761,,23.44917,27.14088,38.28676,,23.44917,29.87508,41.0375,,23.44944,29.13726,40.9023,,23.44889,27.86617,38.6688,,23.44889,29.97253,42.80271,,23.44917,38.27325,50.8862,,23.59056,34.61667,46.92837
23.73222,22.11747,32.45342,,23.59056,31.02688,42.58712,,23.59056,32.07279,43.44701,,23.59083,27.13283,38.14239,,23.59083,29.85519,40.9779,,23.59056,29.13672,40.97764,,23.59056,27.66714,38.86384,,23.59056,29.93434,42.97407,,23.59083,38.28307,51.07725,,23.73222,34.59215,46.92354
23.87361,22.15044,32.6763,,23.73222,31.17407,42.44551,,23.73222,31.99928,43.37395,,23.7325,27.14444,38.22488,,23.7325,29.70085,41.01363,,23.73222,29.07871,40.76464,,23.73222,27.97362,38.72381,,23.73222,29.95693,42.92054,,23.7325,38.33049,50.95696,,23.87389,34.59079,46.76851
24.01528,,,,23.87389,31.01649,42.47895,,23.87361,32.09611,43.45134,,23.87389,27.07878,38.15426,,23.87389,29.88564,40.73665,,23.87389,29.03554,40.99943,,23.87389,27.94661,38.79332,,23.87389,29.97778,43.01102,,23.87389,38.29834,50.88892,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.08333,43.76797,56.25428
25.08333,44.40903,56.40732,,25.08333,42.24447,54.88195,,25.08333,43.29112,55.73683,,25.08333,43.28118,54.08771,,25.08333,44.75297,56.86301,,25.08333,46.03023,58.23562,,25.08333,44.83843,55.97412,,25.08333,16.97895,29.31245,,25.08333,39.86054,52.69829,,25.225,43.91392,56.08585
25.22444,43.55315,55.84426,,25.22528,42.07005,54.2008,,25.225,43.32815,55.22648,,25.225,42.58152,53.90021,,25.225,44.50768,56.57496,,25.22528,45.3263,57.8244,,25.225,44.52675,55.98804,,25.225,20.5015,33.36813,,25.22528,40.10692,52.79996,,25.36667,43.66034,56.11869
25.36611,42.99698,55.40376,,25.36694,41.82512,53.90868,,25.36694,43.01208,55.08252,,25.36667,42.28302,53.78126,,25.36639,44.0769,56.26086,,25.36694,44.90746,57.1543,,25.36694,44.13637,55.82029,,25.36667,21.86308,34.83828,,25.36667,40.19423,52.88406,,25.50833,43.55435,56.0242
25.50778,42.50366,54.99131,,25.50806,41.28918,53.47403,,25.50833,41.98774,54.64634,,25.50806,41.67204,53.34275,,25.50833,43.83258,56.13399,,25.50833,44.54202,57.07088,,25.50833,43.83806,55.77806,,25.50833,23.66055,36.78566,,25.50833,40.33162,52.70645,,25.64972,43.37301,56.00723
25.64944,42.33335,54.66956,,25.64972,40.67098,53.43391,,25.64972,42.09438,54.31184,,25.65,41.45846,53.04933,,25.64972,43.59219,55.907,,25.65,44.30809,56.76695,,25.64972,43.78517,55.27999,,25.65,24.15164,37.61229,,25.64972,40.32781,52.98607,,25.79139,43.26168,55.77295
25.79111,42.00951,54.44247,,25.79139,40.88819,53.02603,,25.79139,41.95456,54.05249,,25.79167,41.26713,52.73584,,25.79139,43.56218,55.64973,,25.79194,43.70744,56.22708,,25.79111,43.50059,55.17745,,25.79167,25.05419,38.72276,,25.79139,40.24701,52.94677,,25.93306,43.11777,55.67175
25.93278,41.84874,54.27044,,25.93333,40.73844,53.03674,,25.93306,41.81873,53.96652,,25.93333,41.17058,52.5661,,25.93306,42.9805,55.2452,,25.93306,43.26592,55.77729,,25.93278,43.33305,55.24601,,25.93278,25.39092,38.77226,,25.93306,40.18005,52.97335,,26.07444,42.90581,55.55586
26.07444,41.23082,53.75364,,26.07472,40.63879,53.07472,,26.07444,41.73061,53.96865,,26.075,40.85012,52.64334,,26.07444,42.82256,55.28078,,26.07472,43.13875,55.54636,,26.07444,42.8178,54.48344,,26.07444,25.75806,39.10238,,26.07472,40.27946,53.18243,,26.21611,42.93696,55.48096
26.21611,41.03949,53.66923,,26.21639,40.51179,52.88247,,26.21611,41.60794,53.87092,,26.21611,40.69826,52.2044,,26.21611,42.89234,55.08897,,26.21639,42.55437,55.24307,,26.21639,42.58878,54.41643,,26.21611,25.92774,39.59765,,26.21639,40.32175,53.16428,,26.3575,42.70008,55.36303
26.35778,40.72914,53.56964,,26.35806,40.53082,52.90555,,26.35806,41.44178,53.69924,,26.35806,40.52751,52.40225,,26.3575,42.68156,54.99969,,26.35778,42.31887,55.00842,,26.35778,42.42975,54.18207,,26.35778,26.12386,39.78837,,26.35778,40.3312,52.99786,,26.49917,42.8213,55.35469
26.49917,40.64812,53.28792,,26.49972,40.46162,52.78079,,26.49972,41.48271,53.62497,,26.49972,40.3709,52.00281,,26.49917,42.60599,54.9196,,26.49944,42.30799,54.84762,,26.49944,41.96649,53.74342,,26.49917,26.49489,39.79298,,26.49944,40.39108,53.08785,,26.64083,42.3811,54.91281
26.64083,40.53667,53.07096,,26.64111,40.31358,52.66054,,26.64111,41.24368,53.5856,,26.64139,39.90369,51.45233,,26.64083,42.53755,54.71686,,26.64111,42.17001,54.82137,,26.64111,41.86779,53.68296,,26.64083,26.64162,40.08851,,26.64111,40.0668,53.15179,,26.7825,42.36663,54.80395
26.78278,40.34213,53.01574,,26.78306,40.21031,52.68562,,26.78278,41.2871,53.47232,,26.78306,39.79004,51.57432,,26.78222,42.30611,54.53566,,26.78278,42.11677,54.64764,,26.78278,41.86335,53.56085,,26.7825,26.80948,40.10348,,26.78278,40.51679,52.89572,,26.92389,42.36971,54.85992
26.92417,40.2413,52.97101,,26.92472,40.18723,52.44594,,26.92444,41.14587,53.39866,,26.92444,39.59328,51.30046,,26.92417,42.25025,54.61654,,26.92444,41.75934,54.5544,,26.92417,41.84618,53.44643,,26.92444,26.92166,40.25805,,26.92417,40.32528,53.076,,27.06583,42.2979,54.72601
27.06583,40.11669,52.71376,,27.06583,40.14202,52.34828,,27.06611,41.03583,53.24255,,27.06611,39.54794,51.23775,,27.06583,41.99591,54.27836,,27.06583,41.70407,54.45642,,27.06611,41.55239,53.24767,,27.06583,27.00411,40.34948,,27.06583,40.52976,53.08612,,27.2075,42.18009,54.73482
27.20722,39.53894,52.30503,,27.2075,40.05347,52.46226,,27.20806,41.01684,53.24972,,27.2075,39.4428,51.0007,,27.2075,42.02793,54.03057,,27.2075,41.76852,54.25809,,27.2075,41.40615,53.28714,,27.2075,27.35465,40.71038,,27.20778,40.50818,53.04574,,27.34889,42.03421,54.62019
27.34917,39.24564,51.98604,,27.34917,39.97623,52.34391,,27.34944,41.04486,53.03396,,27.34917,39.41068,51.01001,,27.34889,41.77102,53.99852,,27.34917,41.61664,54.29022,,27.34917,41.35751,53.18188,,27.34944,27.64254,40.97905,,27.34944,40.36549,53.01859,,27.49056,42.10033,54.61266
27.49083,38.80498,51.51665,,27.49111,39.95956,52.30931,,27.49111,40.82998,53.12672,,27.49083,39.37274,51.02838,,27.49083,41.63082,53.93572,,27.49111,41.62314,54.06098,,27.49056,41.14216,52.90926,,27.49111,27.71822,40.99903,,27.49083,40.29137,53.05343,,27.63222,42.09031,54.5868
27.63222,38.75413,51.42046,,27.63222,40.12831,52.08421,,27.6325,40.76684,53.01383,,27.6325,39.20376,50.79768,,27.6325,41.60141,53.97359,,27.6325,41.51449,54.07274,,27.63222,41.12135,53.0354,,27.6325,27.77012,41.09937,,27.63278,40.27774,53.03502,,27.77417,42.01083,54.68386
27.77361,38.64023,51.30809,,27.77389,39.85245,52.14907,,27.77444,40.77845,53.05601,,27.77389,39.1125,50.76182,,27.77417,40.87656,53.28666,,27.77444,41.23644,53.93797,,27.77389,40.93724,52.76443,,27.77417,28.28691,41.58945,,27.77389,40.28749,53.00883,,27.91556,41.96654,54.68824
27.91528,38.49954,51.29416,,27.91556,39.87568,52.17293,,27.91583,40.67544,52.82949,,27.91556,39.01405,50.62106,,27.91556,40.85732,53.1479,,27.91583,41.13064,53.96132,,27.91528,40.77734,52.65055,,27.91583,28.39164,41.56426,,27.91583,40.26344,52.98317,,28.05722,41.96153,54.56812
28.05667,38.38869,51.138,,28.05722,39.78357,52.19808,,28.05722,40.56574,52.75705,,28.05722,38.93573,50.53483,,28.05694,40.414,53.00971,,28.05722,41.01354,53.86108,,28.05694,40.75672,52.6782,,28.0575,28.41429,41.62936,,28.05722,40.33467,53.09889,,28.19861,41.86554,54.57626
28.19833,38.32109,51.05253,,28.19861,39.78981,52.25813,,28.19889,40.57502,52.82113,,28.19889,38.80362,50.55161,,28.19861,40.56975,52.98002,,28.19917,41.12867,53.80134,,28.19861,40.72617,52.52784,,28.19889,28.45617,41.82226,,28.19889,40.26993,52.91727,,28.34,41.84831,54.50508
28.34,38.20829,51.09469,,28.34028,39.7663,52.1559,,28.34028,40.54974,52.68415,,28.34028,38.73019,50.46023,,28.34056,40.63998,52.96797,,28.34083,40.87211,53.76929,,28.34028,40.64707,52.49256,,28.34028,28.54476,41.8088,,28.34028,40.37456,53.02536,,28.48222,41.77026,54.43686
28.48167,38.12669,50.79053,,28.48194,39.60985,52.02968,,28.48194,40.48864,52.78796,,28.48194,38.62761,50.47221,,28.48167,40.58046,53.00295,,28.4825,40.86383,53.71816,,28.48194,40.51666,52.33901,,28.48222,28.66831,41.81659,,28.48194,40.27399,53.1948,,28.62361,41.79018,54.51352
28.62306,38.0958,50.73907,,28.62389,39.47594,51.98162,,28.62361,39.85114,52.10849,,28.62389,38.51772,50.24666,,28.62361,40.49914,52.83109,,28.62361,40.95176,53.54856,,28.62389,40.4447,52.32575,,28.62389,28.6471,42.06459,,28.62389,40.22427,52.99801,,28.765,41.73233,54.42148
28.765,37.94748,50.76824,,28.76556,39.6158,52.1448,,28.76528,39.91339,52.05817,,28.76556,38.49184,50.07555,,28.76528,40.54256,52.65764,,28.76528,40.73758,53.39091,,28.76528,40.22421,52.12287,,28.76556,28.54548,42.21698,,28.76528,40.33496,53.1632,,28.90667,41.76323,54.26191
28.90667,37.92283,50.51624,,28.90694,39.54223,52.01747,,28.90694,39.81982,52.06965,,28.90722,38.29772,50.00097,,28.90694,40.36972,52.73959,,28.90694,40.7074,53.43321,,28.90667,40.31985,52.12415,,28.90667,28.77512,42.17191,,28.90694,40.24532,53.04079,,29.04833,41.67306,54.35379
29.04833,37.87354,50.56957,,29.04889,39.62081,51.96099,,29.04833,39.7905,52.04745,,29.04889,38.34716,50.07129,,29.04806,40.25618,52.57385,,29.04833,40.34012,53.36243,,29.04833,40.21288,51.98968,,29.04833,28.87132,42.118,,29.04833,40.3353,53.19243,,29.19,41.57602,54.23851
29.18972,37.78328,50.58237,,29.19,39.46862,51.79298,,29.19,39.73508,51.86612,,29.19,38.18416,50.03618,,29.18972,40.30704,52.56018,,29.19,40.38733,53.2761,,29.19,40.03959,51.92509,,29.19,28.91139,42.09225,,29.19,40.30133,53.1176,,29.33139,41.54961,54.32187
29.33139,37.56181,50.38907,,29.33167,39.40035,51.89598,,29.33167,39.78703,51.81644,,29.33167,38.22511,49.89486,,29.33167,40.25239,52.45544,,29.33167,40.41201,53.1123,,29.33139,39.92154,51.84797,,29.33139,28.92007,42.23164,,29.33167,40.19369,52.8994,,29.47306,41.49953,54.13061
29.47306,37.57369,50.31111,,29.47333,39.41236,51.83501,,29.47333,39.67043,51.78747,,29.47333,37.81377,49.79384,,29.47333,40.36605,52.51687,,29.47333,40.38562,53.08332,,29.47306,39.81507,51.78132,,29.47306,29.02315,42.47389,,29.47333,40.25271,53.06367,,29.615,41.57313,54.15068
29.615,37.47304,50.16575,,29.615,39.37318,51.78203,,29.615,39.6657,51.7775,,29.615,37.97623,49.8468,,29.61444,40.10005,52.36424,,29.615,40.38384,53.05137,,29.61472,39.689,51.6288,,29.61472,29.03244,42.33406,,29.615,40.12066,53.05969,,29.75639,41.41427,54.01737
29.75611,37.38706,50.24919,,29.75639,39.38186,51.91757,,29.75667,39.62197,51.73687,,29.75639,37.99962,49.72662,,29.75639,40.04788,52.39689,,29.75667,40.39747,52.89352,,29.75639,39.68789,51.54274,,29.75667,28.99665,42.61248,,29.75694,40.34889,52.96476,,29.89806,41.45317,54.11429
29.89778,37.41214,50.17125,,29.89806,39.34938,51.84801,,29.89806,39.48321,51.73543,,29.89806,37.79106,49.6762,,29.89806,39.85141,52.26653,,29.89806,40.18864,52.85156,,29.89806,39.5459,51.40326,,29.89806,29.11305,42.4315,,29.89861,40.3069,53.01146,,30.03944,41.32562,54.04008
30.03972,37.18185,50.25459,,30.03972,39.28239,51.72897,,30.03972,39.47263,51.68562,,30.03972,37.77847,49.54628,,30.03972,39.90955,52.26086,,30.03972,40.07754,52.75863,,30.03972,39.50514,51.37123,,30.03972,29.14098,42.45097,,30.04,40.20268,53.06417,,30.18139,41.32023,54.05511
30.18083,37.1441,50.00393,,30.18139,39.2234,51.61704,,30.18167,39.44289,51.67409,,30.18139,37.76036,49.68956,,30.18111,39.99601,52.24275,,30.18167,40.13601,52.69633,,30.18139,39.35067,51.20168,,30.18111,29.2346,42.47083,,30.18139,40.22132,53.02265,,30.32278,41.25482,54.0164
30.3225,37.10639,49.84897,,30.32278,39.20732,51.61213,,30.32306,39.42488,51.71025,,30.32278,37.6899,49.37428,,30.32278,39.79749,52.19931,,30.32333,40.018,52.58011,,30.32278,39.23775,51.24417,,30.32306,29.19275,42.4994,,30.32306,40.32583,52.92588,,30.46417,41.28323,53.87138
30.46417,37.07954,49.86754,,30.46444,39.27108,51.66218,,30.46444,39.31815,51.65598,,30.46444,37.60591,49.47133,,30.46472,39.8354,52.09173,,30.46472,40.01104,52.63855,,30.46472,39.25506,51.14663,,30.46444,29.29801,42.46294,,30.46472,40.24282,52.95043,,30.60583,41.22539,53.87507
30.60611,36.88309,49.77547,,30.60611,39.08145,51.59598,,30.60639,39.37349,51.58701,,30.60667,37.49303,49.33232,,30.60639,39.61572,52.08119,,30.60639,39.76419,52.55916,,30.60611,39.15088,51.0112,,30.60611,29.27675,42.53207,,30.60639,40.23941,52.94389,,30.74778,41.21796,53.78536
30.74778,36.95125,49.63248,,30.74778,39.24997,51.63124,,30.74778,39.24278,51.62734,,30.74806,37.49552,49.33891,,30.74778,39.6603,51.99714,,30.74806,39.77828,52.54277,,30.74778,39.10904,50.86423,,30.74778,29.27318,42.63136,,30.74833,40.36927,53.03671,,30.88917,41.21165,53.88163
30.88889,36.8104,49.71364,,30.88944,39.10883,51.42447,,30.88944,39.40554,51.61859,,30.88972,37.43615,49.36767,,30.88944,39.5597,51.98231,,30.88944,39.62399,52.45444,,30.88944,38.91548,50.78014,,30.88944,29.32999,42.65565,,30.88944,40.06417,53.07642,,31.03056,41.16558,53.69821
31.03056,36.70269,49.67596,,31.03111,39.00862,51.56565,,31.03111,39.32794,51.34281,,31.03111,37.34186,49.15787,,31.03111,39.53538,52.04995,,31.03111,39.55778,52.36043,,31.03111,38.91127,50.7335,,31.03111,29.41329,42.75718,,31.03083,40.28292,52.97064,,31.17222,41.09513,53.80353
31.1725,36.65322,49.59752,,31.17306,39.04316,51.48785,,31.1725,39.20583,51.55663,,31.1725,37.30188,49.02614,,31.1725,39.51268,51.82911,,31.17278,39.51705,52.39064,,31.1725,38.85438,50.56838,,31.1725,29.3721,42.65651,,31.1725,40.44035,53.03702,,31.31389,41.08353,53.63801
31.31417,36.65825,49.44273,,31.31417,39.02543,51.38035,,31.31472,39.12703,51.34468,,31.31417,37.31539,48.98057,,31.31444,39.35103,51.73731,,31.31472,39.54553,52.38459,,31.31417,38.80475,50.65279,,31.31417,29.38694,42.76767,,31.31444,40.48218,52.82128,,31.45556,41.10459,53.65108
31.45556,36.54519,49.38892,,31.45611,38.94095,51.32626,,31.45611,39.10895,51.3047,,31.45583,37.13986,48.85164,,31.45583,39.43324,51.84579,,31.45639,39.37336,52.22075,,31.45611,38.59783,50.67477,,31.45556,29.42355,42.90285,,31.45611,40.27646,53.03696,,31.59722,41.00636,53.71039
31.59722,36.55301,49.31288,,31.59778,39.01233,51.3152,,31.5975,39.14174,51.37157,,31.59778,37.08625,48.92619,,31.5975,39.41797,51.78436,,31.59806,39.51843,52.11017,,31.59722,38.49384,50.56033,,31.5975,29.60354,42.7206,,31.59778,40.25109,52.91293,,31.73861,41.02986,53.685
31.73889,36.38594,49.23972,,31.73917,38.94082,51.28162,,31.73944,39.01717,51.28363,,31.73917,36.98072,48.97877,,31.73889,39.2655,51.56229,,31.73944,39.35684,52.09282,,31.73889,38.46549,50.3024,,31.73917,29.51946,42.84465,,31.73917,40.12617,53.00684,,31.88056,40.97481,53.61051
31.88083,36.34916,49.21119,,31.88111,38.91079,51.1612,,31.88111,39.19937,51.23796,,31.88083,37.08166,48.74661,,31.88056,39.21189,51.60508,,31.88111,39.26332,51.97973,,31.88056,38.53705,50.28779,,31.88056,29.65488,42.51403,,31.88111,40.02071,53.1377,,32.02222,40.84949,53.68161
32.02194,36.39923,49.25057,,32.0225,38.84408,51.34756,,32.0225,39.02504,51.25294,,32.0225,36.8715,48.81077,,32.02194,39.16123,51.62355,,32.0225,39.31148,51.98356,,32.02194,38.32103,50.34495,,32.02222,29.21805,42.93322,,32.02278,40.18562,52.9433,,32.16389,40.8405,53.48648
32.16361,36.2898,49.09888,,32.16389,38.87176,51.26915,,32.16417,38.9609,51.12132,,32.16389,36.84264,48.6585,,32.16361,39.08526,51.59787,,32.16417,39.25144,52.01539,,32.16361,38.18179,50.21675,,32.16361,29.51215,42.90201,,32.16417,40.29945,52.9456,,32.30528,40.85082,53.40938
32.30556,36.22532,48.99851,,32.30556,38.90061,51.14846,,32.30556,39.04002,51.26774,,32.30583,36.726,48.5784,,32.30528,39.11123,51.54332,,32.30583,39.16609,51.87928,,32.30528,38.14059,49.98526,,32.30528,29.55157,42.92783,,32.30556,40.16275,52.83848,,32.44694,40.80206,53.31234
32.44722,36.22631,49.09979,,32.44722,38.80445,51.15097,,32.44722,38.90788,51.27619,,32.4475,36.7332,48.44879,,32.44667,39.02224,51.37164,,32.4475,39.04867,51.9751,,32.44694,38.02829,49.90212,,32.44694,29.53561,42.80811,,32.4475,40.15888,53.02577,,32.58889,40.79166,53.31486
32.58861,36.13474,49.077,,32.58917,38.77964,51.22166,,32.58917,38.82989,51.18715,,32.58917,36.68069,48.43005,,32.58833,38.96616,51.48625,,32.58889,38.91219,51.80258,,32.58861,37.97187,49.95582,,32.58861,29.56678,42.96749,,32.58917,40.15277,52.93824,,32.73028,40.80965,53.30344
32.73028,36.10044,49.01958,,32.73083,38.70299,51.16925,,32.73028,38.86536,51.22661,,32.73028,36.58509,48.4512,,32.73,39.01535,51.44642,,32.73083,39.03577,51.75447,,32.73056,37.97834,49.86688,,32.73,29.49211,43.00894,,32.73083,40.21081,52.86446,,32.87194,40.73292,53.44418
32.87167,35.96664,48.95021,,32.87222,38.74792,51.06462,,32.87194,38.84401,50.98635,,32.87194,36.57717,48.24076,,32.87194,38.94373,51.38977,,32.8725,38.94322,51.71472,,32.87167,37.94617,49.70638,,32.87167,29.72415,42.79218,,32.87222,40.26718,52.92468,,33.01361,40.71233,53.29471
33.01306,36.00729,48.87543,,33.01389,38.74256,51.26321,,33.01361,38.77329,51.03112,,33.01361,36.49747,48.23944,,33.01333,38.88212,51.24613,,33.01389,38.88819,51.59965,,33.01333,37.69939,49.75151,,33.01361,29.60895,42.89138,,33.01361,40.18841,53.0113,,33.15528,40.64312,53.25216
33.15472,35.9165,48.77183,,33.15556,38.70095,51.10124,,33.15556,38.79815,51.03407,,33.15556,36.39033,48.27095,,33.155,38.82519,51.17335,,33.15556,38.88713,51.57823,,33.155,37.61961,49.57248,,33.15528,29.64521,43.05663,,33.155,40.19566,52.90222,,33.29667,40.65525,53.33813
33.29639,35.78755,48.81839,,33.29694,38.57234,51.18611,,33.29722,38.7046,50.93422,,33.29722,36.28353,48.08025,,33.29667,38.72901,51.05981,,33.2975,38.84086,51.6225,,33.29694,37.68154,49.58104,,33.29667,29.72887,42.83983,,33.29667,40.12545,52.68229,,33.43861,40.56252,53.24064
33.43778,35.82728,48.72872,,33.43861,38.68328,51.16898,,33.43833,38.74277,50.8703,,33.43889,36.34317,48.07101,,33.43861,38.80447,51.24259,,33.43917,38.78401,51.53439,,33.43833,37.54308,49.48627,,33.43833,29.72388,42.96105,,33.43833,40.24513,52.89568,,33.58,40.63159,53.19821
33.57972,35.82895,48.7633,,33.58056,38.68406,51.001,,33.58028,38.67644,50.93459,,33.58056,36.286,48.06747,,33.58,38.68267,51.00975,,33.58028,38.82654,51.50667,,33.57972,37.48389,49.28754,,33.58028,29.83505,43.21414,,33.58028,40.16337,52.8916,,33.72139,40.52078,53.22183
33.72139,35.76844,48.65312,,33.72194,38.62505,51.12109,,33.72167,38.6376,50.80532,,33.72222,36.21192,48.04258,,33.72167,38.71042,51.11534,,33.72194,38.72278,51.4103,,33.72167,37.49872,49.17863,,33.72167,29.73933,43.10755,,33.72167,40.20691,52.85423,,33.86306,40.54671,53.07975
33.86306,35.6383,48.48348,,33.86361,38.63705,50.90953,,33.86333,38.6871,50.88765,,33.86389,36.05682,47.88107,,33.86306,38.41216,50.98525,,33.86361,38.49217,51.45065,,33.86333,37.33522,49.23752,,33.86333,29.67783,43.04269,,33.86333,40.25234,53.03718,,34.005,40.45408,53.1824
34.00472,35.7477,48.59435,,34.005,38.52294,51.07539,,34.00528,38.62109,50.80899,,34.00528,36.05534,47.81715,,34.005,38.51244,51.07005,,34.00528,38.56081,51.27252,,34.005,37.1026,49.24547,,34.005,29.77883,43.12126,,34.005,40.23021,52.83666,,34.14639,40.4426,52.87471
34.14611,35.57086,48.61094,,34.14667,38.61335,51.03664,,34.14694,38.52328,50.76144,,34.14722,36.05812,47.73613,,34.14611,38.5867,50.96326,,34.14667,38.50643,51.15268,,34.14667,37.20192,49.00929,,34.14667,29.85193,42.94453,,34.14667,40.10063,52.87357,,34.28833,40.41074,53.05465
34.28778,35.15994,48.56358,,34.28833,38.51705,50.92506,,34.28833,38.54803,50.59311,,34.28889,35.99523,47.73045,,34.28778,38.55308,50.88289,,34.28833,38.5267,51.36501,,34.28833,37.18572,49.00027,,34.28833,29.80421,43.17143,,34.28861,39.91619,53.09118,,34.42972,40.39266,53.07446
34.42944,35.5551,48.3877,,34.43,38.45603,50.942,,34.43,38.52301,50.67377,,34.43028,35.94218,47.57671,,34.42944,38.39806,50.96955,,34.43,38.50755,51.33198,,34.42972,37.0451,49.0614,,34.42944,29.74691,43.17985,,34.43,40.21335,52.91267,,34.57111,40.2676,53.09846
34.57056,35.34439,48.3478,,34.57139,38.44785,50.88975,,34.57167,38.471,50.63884,,34.57194,35.7461,47.60575,,34.57111,38.47498,50.90967,,34.57167,38.36972,51.14747,,34.57111,37.05685,48.87458,,34.57111,29.84488,42.93718,,34.57167,40.15485,52.74668,,34.71278,40.27064,52.87961
