TOS_REF[h],X_CH4_REF [%],X_CO2_REF [%],Coke_REF [w%],,TOS_REF_2[h],X_CH4_REF_2 [%],X_CO2_REF_2 [%],Coke_REF_2 [w%],,TOS_1Mn [h],X_CH4_1Mn [%],X_CO2_1Mn [%],Coke_1Mn [w%],,TOS_1Mn_2 [h],X_CH4_1Mn_2 [%],X_CO2_1Mn_2 [%],Coke_1Mn_2 [w%],,TOS_0.5Mn [h],X_CH4_0.5Mn [%],X_CO2_0.5Mn [%],Coke_0.5Mn [w%],,TOS_0.5Mn_2 [h],X_CH4_0.5Mn_2 [%],X_CO2_0.5Mn_2 [%],Coke_0.5Mn_2 [w%],,TOS_0.25Mn [h],X_CH4_0.25Mn [%],X_CO2_0.25 Mn [%],Coke_0.25Mn [w%],,TOS_0.25Mn_2 [h],X_CH4_0.25Mn_2 [%],X_CO2_0.25 Mn_2 [%],Coke_0.25Mn_2 [w%],,TOS_1Cr [h],X_CH4_1Cr [%],X_CO2_1Cr [%],Coke_1Cr [w%],,TOS_1Cr_2 [h],X_CH4_1Cr_2 [%],X_CO2_1Cr_2 [%],Coke_1Cr_2 [w%],,TOS-0.5Cr [h],X_CH4_0.5Cr [%],X_CO2_0.5Cr [%],Coke_0.5Cr [w%],,TOS-0.5Cr_2 [h],X_CH4_0.5Cr_2 [%],X_CO2_0.5Cr_2 [%],Coke_0.5Cr_2 [w%],,TOS_0.25Cr [h],X_CH4_0.25Cr [%],X_CO2_0.25Cr [%],Coke_0.25Cr [w%],,TOS_0.25Cr_2 [h],X_CH4_0.25Cr_2 [%],X_CO2_0.25Cr_2 [%],Coke_0.25Cr_2 [w%],,TOS_1Fe [h],X_CH4_1Fe [%],X_CO2_1Fe [%],Coke_1Fe [w%],,TOS_1Fe_2 [h],X_CH4_1Fe_2 [%],X_CO2_1Fe_2 [%],Coke_1Fe_2 [w%],,TOS_0.5Fe [h],X_CH4_0.5Fe [%],X_CO2_0.5Fe [%],Coke_0.5Fe [w%],,TOS_0.5Fe_2 [h],X_CH4_0.5Fe_2 [%],X_CO2_0.5Fe_2 [%],Coke_0.5Fe_2 [w%],,TOS_0.25Fe [h],X_CH4_0.25Fe [%],X_CO2_0.25Fe [%],Coke_0.25Fe [w%],,TOS_0.25Fe_2 [h],X_CH4_0.25Fe_2 [%],X_CO2_0.25Fe_2 [%],Coke_0.25Fe_2 [w%]
20.61722,22.64353,33.59985,,,20.47528,21.7133,31.89056,,,20.47528,33.70097,45.13018,,,20.47472,25.98485,37.07667,,,20.47528,36.41097,48.43857,,,20.61722,32.89519,44.38889,,,20.47528,25.96728,36.0138,,,20.47556,26.41127,37.38383,,,20.47556,26.89305,37.52883,,,20.61694,27.39974,38.10374,,,20.475,29.4912,40.33118,,,,,,,,20.47583,24.6687,35.02005,,,20.475,29.39213,40.06735,,,20.47556,30.4722,43.67911,,,20.47528,26.61346,39.10837,,,20.47528,40.45765,53.02041,,,,,,,,20.47556,36.84225,48.97281,,,20.47472,38.52613,50.37865,
20.75889,22.67125,33.34361,,,20.61694,21.6918,31.71042,,,20.61667,33.55534,45.21979,,,20.61639,26.15131,37.03175,,,20.61694,36.39494,48.39665,,,20.75861,32.9117,44.39921,,,20.61667,25.91428,36.17545,,,20.6175,26.3451,37.42269,,,20.61722,26.9383,37.34491,,,20.75861,27.5264,38.02747,,,20.61639,29.42342,40.25205,,,,,,,,20.6175,24.47046,35.14843,,,20.61694,29.38459,39.83206,,,20.61694,30.48575,43.54634,,,20.61694,26.44292,39.2087,,,20.61694,40.64979,53.12844,,,,,,,,20.61722,36.88605,49.06582,,,20.61639,38.42837,50.2702,
20.90083,22.5439,33.68016,,,20.75833,21.52024,31.89852,,,20.75861,33.56395,45.12044,,,20.75806,25.96276,37.1021,,,20.75833,36.37876,48.33702,,,20.90028,32.74858,44.23902,,,20.75833,25.93199,36.13566,,,20.75889,26.16956,37.53974,,,20.75889,26.90703,37.56876,,,20.90028,27.43595,37.96648,,,20.75861,29.39707,40.27151,,,,,,,,20.75861,24.62697,35.14915,,,20.75861,29.35566,39.82984,,,20.75861,30.54274,43.39721,,,20.75861,26.53394,39.48943,,,20.75861,40.21869,53.18947,,,,,,,,20.75889,36.83557,49.09033,,,20.75806,38.43291,50.17997,
21.04222,22.51204,33.75508,,,20.9,21.46772,31.64824,,,20.9,33.66129,45.15533,,,20.89972,25.97975,36.99316,,,20.9,36.37986,48.46385,,,21.04194,32.74937,44.32862,,,20.90028,25.8507,36.24035,,,20.90056,26.28943,37.33936,,,20.90028,26.91548,37.41322,,,21.04194,27.43023,37.99886,,,20.9,29.35539,40.25914,,,,,,,,20.90028,24.39153,35.08918,,,20.89972,29.19481,40.01324,,,20.90056,30.50347,43.83818,,,20.9,26.50276,39.27576,,,20.90028,40.36241,52.9259,,,,,,,,20.90056,36.78103,49.0533,,,20.89972,38.39578,50.38366,
21.18389,22.58382,33.46387,,,21.04167,21.5099,31.79116,,,21.04194,33.48946,45.10209,,,21.04167,25.92985,36.99154,,,21.04167,36.32402,48.33182,,,21.18389,32.76036,44.32445,,,21.04167,25.83051,35.93939,,,21.04222,26.49052,37.21221,,,21.04222,26.87835,37.38919,,,21.18361,27.35203,37.96799,,,21.04167,29.30794,40.17313,,,,,,,,21.04194,24.34315,34.93574,,,21.04167,29.19758,39.97182,,,21.04222,30.30288,43.69926,,,21.04167,26.38272,39.3048,,,21.04222,40.52454,52.73287,,,,,,,,21.04222,36.48526,48.77716,,,21.04139,38.38387,50.29121,
21.325,22.4898,33.66432,,,21.18361,21.50915,31.69365,,,21.18333,33.37231,44.97112,,,21.18278,26.11309,36.86834,,,21.18333,36.27069,48.39945,,,21.325,32.78173,44.19576,,,21.18333,25.8177,36.04521,,,21.18417,26.21395,37.37381,,,21.18389,26.93428,37.40823,,,21.32528,27.36476,37.9614,,,21.18306,29.20466,40.20691,,,,,,,,21.18361,24.45368,34.94977,,,21.18333,29.21406,39.68847,,,21.18361,30.5481,43.41995,,,21.18333,26.54451,39.2602,,,21.18389,40.32122,52.73118,,,,,,,,21.18361,36.40227,48.76234,,,21.18278,38.29016,50.34412,
21.46667,22.4783,33.69339,,,21.325,21.42832,31.68585,,,21.32472,33.53028,45.01089,,,21.32444,25.60679,36.67253,,,21.325,36.19813,48.24368,,,21.46667,32.67459,44.24702,,,21.325,25.73536,35.8557,,,21.32528,26.04317,37.36762,,,21.32556,26.77268,37.13964,,,21.46667,27.36006,38.02078,,,21.32472,29.23949,40.05863,,,,,,,,21.325,24.36559,35.01944,,,21.325,29.14151,39.77571,,,21.32528,30.48773,43.61735,,,21.325,26.56341,39.12011,,,21.32528,40.4956,53.05925,,,,,,,,21.32556,36.49152,48.63415,,,21.32417,38.28016,50.1475,
21.60833,22.4868,33.45965,,,21.46667,21.40217,31.97285,,,21.46667,33.38716,44.95279,,,21.46583,25.67576,36.7766,,,21.46639,36.22522,48.18642,,,21.60833,32.70543,44.08828,,,21.46667,25.68565,36.06896,,,21.46722,26.13121,37.18141,,,21.46694,26.64991,37.28957,,,21.60806,27.30612,37.77697,,,21.46667,29.28219,40.00362,,,,,,,,21.46694,24.41467,34.77964,,,21.46667,28.974,39.75237,,,21.46694,30.51049,43.54658,,,21.46667,26.52422,39.01172,,,21.46667,40.18399,52.9351,,,,,,,,21.46722,36.38464,48.56756,,,21.46611,38.23045,50.07315,
21.75028,22.44153,33.51808,,,21.60861,21.1932,31.71624,,,21.60833,33.27033,44.94715,,,21.6075,25.57651,36.56883,,,21.60806,36.18494,48.1976,,,21.74972,32.6241,43.95418,,,21.60833,25.64093,35.88455,,,21.60889,26.16668,37.22074,,,21.60833,26.67759,37.29647,,,21.74972,27.00802,37.61019,,,21.60778,29.16651,39.97071,,,,,,,,21.60861,24.39673,34.96687,,,21.60833,29.10355,39.70104,,,21.60861,30.51582,43.61973,,,21.60833,26.54899,39.14035,,,21.60806,40.10803,52.92174,,,,,,,,21.60889,36.37665,48.56027,,,21.60778,38.21137,50.08392,
21.89167,22.34914,33.74481,,,21.75028,21.29845,31.65799,,,21.75,33.41033,44.86822,,,21.74972,25.70538,36.55502,,,21.75,36.15458,48.21237,,,21.89139,32.74628,44.0722,,,21.74972,25.70842,35.94073,,,21.75,26.13874,37.1284,,,21.75,26.66683,37.22757,,,21.89139,27.05524,37.54369,,,21.74944,29.22224,39.96218,,,,,,,,21.75,24.40668,34.8819,,,21.75,29.08428,39.59545,,,21.75028,30.56211,43.45589,,,21.75,26.398,39.02952,,,21.74972,40.00176,52.86126,,,,,,,,21.75,36.30129,48.31783,,,21.74917,38.24636,50.04468,
22.03333,22.40669,33.59057,,,21.89167,21.37607,31.70535,,,21.89111,33.4376,44.92249,,,21.89139,25.50032,36.59554,,,21.89111,36.0784,48.09848,,,22.03306,32.60439,44.13114,,,21.89139,25.58853,35.80584,,,21.89167,25.82208,37.11042,,,21.89139,26.6274,37.17426,,,22.03278,26.96968,37.49885,,,21.89111,29.06798,39.88025,,,,,,,,21.89167,24.22278,34.82088,,,21.89139,29.01506,39.62302,,,21.89167,30.37569,43.70486,,,21.89167,26.49843,39.09586,,,21.89139,40.23505,52.94324,,,,,,,,21.89194,36.35721,48.41676,,,21.89056,38.13706,50.06265,
22.175,22.31675,33.58677,,,22.03333,21.64204,31.61065,,,22.03278,33.26886,44.91017,,,22.0325,25.53315,36.45359,,,22.03278,36.09641,48.10319,,,22.175,32.61384,44.14632,,,22.03333,25.60943,35.70056,,,22.03333,26.12084,37.16828,,,22.03306,26.61489,37.09174,,,22.17444,26.86351,37.70455,,,22.0325,29.22314,39.86221,,,,,,,,22.03333,24.19446,34.78111,,,22.03333,28.92612,39.61297,,,22.03333,30.35499,43.4482,,,22.03333,26.53406,39.07068,,,22.03333,40.19852,52.7129,,,,,,,,22.03333,36.33396,48.47214,,,22.03222,38.13277,50.07312,
22.31667,22.46678,33.53497,,,22.17472,21.42954,31.72895,,,22.175,33.18907,44.96391,,,22.17417,25.40661,36.532,,,22.17444,36.08716,48.15045,,,22.31639,32.53978,44.06487,,,22.17472,25.51643,35.76042,,,22.175,25.92779,37.23237,,,22.17472,26.50119,37.0887,,,22.31611,26.91799,37.63355,,,22.17444,29.18024,39.81595,,,,,,,,22.17528,24.32677,34.71846,,,22.17472,28.88059,39.55931,,,22.175,30.50685,43.45387,,,22.17472,26.50463,39.11424,,,22.175,40.08734,52.93918,,,,,,,,22.175,36.16738,48.34298,,,22.17389,38.08767,49.92075,
22.45833,22.62604,33.37904,,,22.31611,21.54804,31.46804,,,22.31667,33.14854,44.78938,,,22.31556,25.48756,36.3596,,,22.31611,36.02592,47.92713,,,22.45806,32.43714,44.05045,,,22.31611,25.61124,35.59878,,,22.31639,25.93655,37.10152,,,22.31611,26.48498,37.19188,,,22.45778,26.8272,37.4667,,,22.31611,29.09324,39.89033,,,,,,,,22.31667,24.14606,34.61382,,,22.31639,28.82048,39.23978,,,22.31639,30.43251,43.57898,,,22.31639,26.3982,39.03986,,,22.31639,40.09498,52.7642,,,,,,,,22.31639,36.10768,48.29095,,,22.31556,38.16186,50.00447,
22.6,22.36254,33.38822,,,22.45778,21.42785,31.62403,,,22.45778,33.22928,44.74463,,,22.45722,25.34831,36.33485,,,22.45778,36.00878,47.90138,,,22.59972,32.55803,43.87236,,,22.45806,25.55806,35.78842,,,22.45833,25.82852,36.92168,,,22.45806,26.41675,37.11055,,,22.59944,26.90012,37.49565,,,22.4575,29.09956,39.83807,,,,,,,,22.45833,24.12372,34.64462,,,22.45806,28.7294,39.37308,,,22.45806,30.37358,43.51338,,,22.45806,26.36557,39.06809,,,22.45778,40.2331,52.94019,,,,,,,,22.45806,36.20327,48.43118,,,22.45694,38.02384,49.92459,
22.74167,22.42957,33.31157,,,22.59944,21.22585,31.65681,,,22.59944,33.24912,44.76865,,,22.59889,25.35727,36.43626,,,22.59917,35.99723,47.97817,,,22.74111,32.40016,43.94971,,,22.59944,25.36067,35.55775,,,22.6,25.79117,36.81096,,,22.59972,26.40898,37.08156,,,22.74111,26.8531,37.43841,,,22.59917,29.0286,39.74189,,,,,,,,22.6,24.23558,34.66896,,,22.59917,28.75301,39.25928,,,22.59972,30.42582,43.43916,,,22.59944,26.40484,39.19016,,,22.59972,40.2499,52.67362,,,,,,,,22.59972,36.12675,48.46061,,,22.59861,38.07936,49.81193,
22.88333,22.26297,33.40252,,,22.74111,21.45903,31.61427,,,22.74083,33.2784,44.7731,,,22.74083,25.55756,36.46323,,,22.74083,35.88087,47.84181,,,22.88278,32.48064,43.92334,,,22.74111,25.41031,35.54698,,,22.74167,25.84309,37.06064,,,22.74139,26.39942,37.02991,,,22.88278,26.91855,37.38757,,,22.74083,28.95295,39.69826,,,,,,,,22.74139,24.06323,34.55673,,,22.74083,28.73155,39.27955,,,22.74111,30.44206,43.41974,,,22.74139,26.41223,39.134,,,22.74139,40.00802,52.85224,,,,,,,,22.74139,36.19746,48.39172,,,22.74028,37.98323,49.84879,
23.02444,22.38903,33.43205,,,22.8825,21.22353,31.58926,,,22.8825,33.13951,44.65421,,,22.88222,25.42861,36.17807,,,22.8825,35.89292,47.97178,,,23.02417,32.48567,43.87444,,,22.88278,25.44298,35.48653,,,22.88306,25.7743,36.89231,,,22.88306,26.446,36.96644,,,23.02444,26.71239,37.52441,,,22.8825,28.89556,39.75019,,,,,,,,22.88278,23.9414,34.50357,,,22.8825,28.71025,39.28428,,,22.88278,30.3674,43.55265,,,22.88278,26.39919,39.06853,,,22.88278,40.02179,52.78075,,,,,,,,22.88278,36.13024,48.19681,,,22.88194,37.96357,49.69252,
23.16611,22.34739,33.5281,,,23.02444,21.17841,31.6039,,,23.02444,33.14135,44.69305,,,23.02389,25.34796,36.29976,,,23.02389,36.03726,47.85844,,,23.16611,32.30395,43.9142,,,23.02417,25.36729,35.46439,,,23.025,25.56082,36.87744,,,23.02444,26.42481,36.85106,,,23.16611,26.94525,37.55396,,,23.02417,28.8779,39.55055,,,,,,,,23.02444,24.07547,34.73015,,,23.02417,28.60837,39.28037,,,23.02444,30.38355,43.48207,,,23.02472,26.47282,39.02073,,,23.02472,40.01275,52.77733,,,,,,,,23.02444,36.05322,48.13486,,,23.02333,37.95142,49.91442,
23.30778,22.29689,33.39384,,,23.16611,21.2072,31.48426,,,23.16611,33.03783,44.73324,,,23.16583,25.3217,36.3229,,,23.16556,35.97372,47.86985,,,23.30778,32.34558,43.90603,,,23.16583,25.26616,35.63437,,,23.16639,25.73888,36.79572,,,23.16611,26.34225,36.90643,,,23.3075,26.75585,37.4061,,,23.16556,28.83292,39.64026,,,,,,,,23.16611,24.02185,34.47801,,,23.16556,28.5993,39.25905,,,23.16611,30.23448,43.50431,,,23.16639,26.36047,38.86668,,,23.16639,40.0854,52.80339,,,,,,,,23.16611,36.09791,48.25072,,,23.16528,37.94874,49.85171,
23.44944,22.44458,33.27521,,,23.3075,21.25144,31.39709,,,23.3075,33.02324,44.61729,,,23.30694,25.31822,36.16734,,,23.30778,35.84585,47.83538,,,23.44944,32.42712,43.75366,,,23.3075,25.34277,35.58931,,,23.30806,25.50087,36.77039,,,23.30778,26.32848,36.84186,,,23.44944,26.66865,37.36805,,,23.30722,28.81085,39.74563,,,,,,,,23.30778,23.89065,34.36205,,,23.30722,28.53243,39.05461,,,23.30778,30.37288,43.42013,,,23.30778,26.37167,39.08674,,,23.3075,40.1062,52.83957,,,,,,,,23.30806,35.97837,48.15436,,,23.30694,37.74378,49.97902,
23.59083,22.37398,33.39722,,,23.44944,21.07385,31.62746,,,23.44917,32.99508,44.49969,,,23.44861,25.26537,36.14116,,,23.44917,35.80094,47.90334,,,23.59111,32.32171,43.76448,,,23.44889,25.30301,35.52258,,,23.44972,25.74521,36.75302,,,23.44944,26.27706,36.73372,,,23.59111,26.72898,37.24585,,,23.44889,28.80181,39.81116,,,,,,,,23.44917,24.03802,34.52857,,,23.44917,28.57006,39.031,,,23.44944,30.36514,43.34012,,,23.44917,26.3594,39.004,,,23.44944,39.87475,52.64921,,,,,,,,23.44972,35.87511,47.99291,,,23.44861,37.82969,49.74371,
23.7325,22.266,33.27582,,,23.59111,21.19716,31.52806,,,23.59083,32.98187,44.49261,,,23.59028,25.31508,36.14529,,,23.59083,35.83118,47.71095,,,23.7325,32.12684,43.74092,,,23.59056,25.16302,35.41649,,,23.59111,25.60739,36.64844,,,23.59111,26.29205,36.79119,,,23.73222,26.612,37.25541,,,23.59083,28.8452,39.55463,,,,,,,,23.59083,23.73812,34.35478,,,23.59056,28.47472,39.05853,,,23.59111,30.27816,43.30208,,,23.59083,26.33396,39.00147,,,23.59083,39.75396,52.76132,,,,,,,,23.59083,35.83149,48.08569,,,23.59,37.82699,49.76716,
23.87417,22.32596,33.29221,,,23.73278,21.3389,31.33621,,,23.73222,32.97951,44.54431,,,23.73194,25.22726,36.21222,,,23.73222,35.76542,47.81836,,,23.87417,32.22183,43.66944,,,23.73222,25.20904,35.47376,,,23.73278,25.66927,36.61745,,,23.7325,26.20642,36.69078,,,23.87389,26.68293,37.22463,,,23.73194,28.88784,39.5644,,,,,,,,23.7325,23.90662,34.46845,,,23.73222,28.38631,38.99469,,,23.73278,30.33349,43.41804,,,23.73278,26.39754,38.97114,,,23.73278,40.04676,52.76145,,,,,,,,23.7325,35.95221,48.13032,,,23.73167,37.85582,49.68878,
,,,,,23.87417,21.24939,31.48383,,,,,,,,,,,,,,,,,,,,,,,23.87417,25.27558,35.42707,,,23.87472,25.25105,36.66193,,,23.87417,26.14809,36.64412,,,,,,,,23.87361,28.88229,39.44626,,,,,,,,23.87444,23.84919,34.47072,,,23.87361,28.4279,38.8867,,,23.87444,30.29306,43.45975,,,23.87417,26.26907,38.85182,,,,,,,,,,,,,23.87444,35.91719,48.17772,,,23.87333,37.74962,49.67734,
