Tipo,T [°C],TCD_signal [a.u.]
1Fe,375.36038,0.01914
1Fe,375.66916,0.01922
1Fe,376.00372,0.01926
1Fe,376.33969,0.01925
1Fe,376.68698,0.01935
1Fe,377.03461,0.01944
1Fe,377.38046,0.01945
1Fe,377.71857,0.01951
1Fe,378.05099,0.0196
1Fe,378.39194,0.01962
1Fe,378.73816,0.01973
1Fe,379.06635,0.01973
1Fe,379.40552,0.01978
1Fe,379.72064,0.01976
1Fe,380.06934,0.01987
1Fe,380.39117,0.0199
1Fe,380.71231,0.01999
1Fe,381.05853,0.02007
1Fe,381.3811,0.02017
1Fe,381.71918,0.02014
1Fe,382.06152,0.02014
1Fe,382.39749,0.02018
1Fe,382.73242,0.02025
1Fe,383.05707,0.02024
1Fe,383.38174,0.02029
1Fe,383.7149,0.0203
1Fe,384.06714,0.02047
1Fe,384.40628,0.02044
1Fe,384.72424,0.02047
1Fe,385.06586,0.02057
1Fe,385.40363,0.02058
1Fe,385.73111,0.02071
1Fe,386.06427,0.0207
1Fe,386.38892,0.02078
1Fe,386.72031,0.02087
1Fe,387.07394,0.0209
1Fe,387.42123,0.02091
1Fe,387.75119,0.02095
1Fe,388.08575,0.02108
1Fe,388.42032,0.02107
1Fe,388.76901,0.02125
1Fe,389.10675,0.02136
1Fe,389.43991,0.02139
1Fe,389.78082,0.02148
1Fe,390.12,0.02148
1Fe,390.44324,0.02156
1Fe,390.78418,0.02163
1Fe,391.11237,0.02172
1Fe,391.44376,0.0217
1Fe,391.7829,0.02181
1Fe,392.12842,0.0218
1Fe,392.46014,0.02187
1Fe,392.79083,0.02195
1Fe,393.11407,0.02199
1Fe,393.44373,0.02209
1Fe,393.80087,0.0221
1Fe,394.1344,0.02214
1Fe,394.48944,0.02215
1Fe,394.8194,0.0222
1Fe,395.15363,0.02218
1Fe,395.49487,0.02221
1Fe,395.82098,0.02227
1Fe,396.15906,0.02232
1Fe,396.49329,0.02236
1Fe,396.82254,0.0224
1Fe,397.16522,0.0225
1Fe,397.48672,0.02257
1Fe,397.84247,0.02252
1Fe,398.16891,0.02254
1Fe,398.48865,0.0227
1Fe,398.82993,0.02259
1Fe,399.16412,0.02271
1Fe,399.50681,0.0227
1Fe,399.84277,0.02263
1Fe,400.1864,0.02271
1Fe,400.51321,0.02278
1Fe,400.84247,0.02286
1Fe,401.1564,0.02289
1Fe,401.49158,0.0229
1Fe,401.81281,0.02292
1Fe,402.14313,0.02301
1Fe,402.46783,0.02302
1Fe,402.78003,0.0231
1Fe,403.11484,0.02312
1Fe,403.44968,0.02313
1Fe,403.77301,0.02316
1Fe,404.0918,0.02322
1Fe,404.41827,0.02318
1Fe,404.75449,0.02322
1Fe,405.0928,0.0233
1Fe,405.42416,0.02324
1Fe,405.77606,0.02333
1Fe,406.11786,0.02333
1Fe,406.44745,0.02339
1Fe,406.78821,0.02353
1Fe,407.11224,0.02353
1Fe,407.45123,0.02357
1Fe,407.78955,0.02357
1Fe,408.11429,0.02356
1Fe,408.4397,0.02355
1Fe,408.77069,0.02354
1Fe,409.12155,0.02349
1Fe,409.44174,0.02352
1Fe,409.76996,0.02351
1Fe,410.10199,0.02343
1Fe,410.42987,0.0235
1Fe,410.76608,0.02352
1Fe,411.11032,0.02352
1Fe,411.45352,0.02353
1Fe,411.77509,0.02351
1Fe,412.12317,0.02355
1Fe,412.46252,0.02358
1Fe,412.81302,0.02362
1Fe,413.13846,0.02365
1Fe,413.49524,0.0237
1Fe,413.81088,0.02369
1Fe,414.13388,0.02378
1Fe,414.48334,0.02375
1Fe,414.79727,0.02378
1Fe,415.13977,0.02384
1Fe,415.49689,0.02384
1Fe,415.82544,0.0239
1Fe,416.16306,0.02386
1Fe,416.49161,0.0239
1Fe,416.82819,0.02391
1Fe,417.17068,0.02383
1Fe,417.50064,0.02378
1Fe,417.83511,0.02376
1Fe,418.17657,0.02379
1Fe,418.49954,0.02375
1Fe,418.83438,0.0237
1Fe,419.16119,0.02375
1Fe,419.50577,0.02378
1Fe,419.83539,0.02385
1Fe,420.181,0.02377
1Fe,420.50992,0.02378
1Fe,420.84613,0.02377
1Fe,421.18408,0.02385
1Fe,421.53601,0.02385
1Fe,421.8851,0.02385
1Fe,422.21191,0.02392
1Fe,422.55478,0.02392
1Fe,422.88647,0.02382
1Fe,423.21747,0.02384
1Fe,423.53799,0.02382
1Fe,423.87735,0.02384
1Fe,424.21078,0.02381
1Fe,424.56094,0.02375
1Fe,424.91077,0.02373
1Fe,425.25812,0.02375
1Fe,425.57205,0.02366
1Fe,425.91281,0.0236
1Fe,426.24103,0.02366
1Fe,426.59396,0.02363
1Fe,426.93158,0.02358
1Fe,427.26605,0.0235
1Fe,427.60229,0.02355
1Fe,427.94025,0.02358
1Fe,428.26532,0.02356
1Fe,428.60364,0.02349
1Fe,428.92661,0.02343
1Fe,429.24857,0.02336
1Fe,429.58026,0.02331
1Fe,429.91507,0.02327
1Fe,430.25095,0.0232
1Fe,430.57288,0.02316
1Fe,430.91537,0.02311
1Fe,431.23242,0.02307
1Fe,431.57877,0.02315
1Fe,431.90558,0.02306
1Fe,432.23206,0.02309
1Fe,432.56512,0.02311
1Fe,432.90936,0.02312
1Fe,433.25708,0.02302
1Fe,433.60446,0.02292
1Fe,433.92813,0.02295
1Fe,434.27585,0.02297
1Fe,434.59711,0.02298
1Fe,434.93994,0.02297
1Fe,435.27512,0.02288
1Fe,435.61935,0.02282
1Fe,435.95697,0.02279
1Fe,436.29214,0.02284
1Fe,436.65033,0.02275
1Fe,436.9834,0.02265
1Fe,437.32031,0.02265
1Fe,437.65167,0.02252
1Fe,437.98651,0.02244
1Fe,438.33353,0.02238
1Fe,438.65372,0.02232
1Fe,438.99063,0.02222
1Fe,439.33453,0.02212
1Fe,439.66797,0.02206
1Fe,440.00558,0.02204
1Fe,440.34702,0.02189
1Fe,440.69928,0.02179
1Fe,441.03583,0.02168
1Fe,441.37833,0.02165
1Fe,441.71909,0.02158
1Fe,442.03439,0.02152
1Fe,442.36749,0.02137
1Fe,442.70544,0.0213
1Fe,443.02948,0.02123
1Fe,443.36536,0.02113
1Fe,443.68381,0.02105
1Fe,444.0141,0.02091
1Fe,444.35208,0.02081
1Fe,444.68515,0.02076
1Fe,445.02417,0.02073
1Fe,445.33182,0.0206
1Fe,445.67117,0.02053
1Fe,445.99799,0.02044
1Fe,446.34222,0.02038
1Fe,446.6788,0.02031
1Fe,447.0105,0.02016
1Fe,447.36066,0.02005
1Fe,447.69269,0.01999
1Fe,448.02405,0.01992
1Fe,448.34283,0.01975
1Fe,448.66895,0.01971
1Fe,449.00867,0.01962
1Fe,449.33688,0.01953
1Fe,449.6651,0.01943
1Fe,449.98563,0.01937
1Fe,450.31384,0.01926
1Fe,450.6438,0.01909
1Fe,450.99463,0.01901
1Fe,451.33261,0.0189
1Fe,451.65768,0.01879
1Fe,451.98206,0.01869
1Fe,452.327,0.01863
1Fe,452.63394,0.01851
1Fe,452.98654,0.01848
1Fe,453.32242,0.01836
1Fe,453.66736,0.01828
1Fe,454.00531,0.01815
1Fe,454.36243,0.01802
1Fe,454.69238,0.01804
1Fe,455.02515,0.01787
1Fe,455.35648,0.01778
1Fe,455.67389,0.01775
1Fe,456.02579,0.01763
1Fe,456.3526,0.01755
1Fe,456.6937,0.01753
1Fe,457.02191,0.01738
1Fe,457.35498,0.01729
1Fe,457.67694,0.01721
1Fe,458.0264,0.01708
1Fe,458.3689,0.01705
1Fe,458.72498,0.01696
1Fe,459.04517,0.01681
1Fe,459.37338,0.01668
1Fe,459.72528,0.0166
1Fe,460.04233,0.01657
1Fe,460.3869,0.01642
1Fe,460.73151,0.01639
1Fe,461.06284,0.01628
1Fe,461.37607,0.01627
1Fe,461.70987,0.01618
1Fe,462.05096,0.01612
1Fe,462.37604,0.01607
1Fe,462.70389,0.01595
1Fe,463.05301,0.01583
1Fe,463.39096,0.01576
1Fe,463.7258,0.01568
1Fe,464.05435,0.0156
1Fe,464.39511,0.01552
1Fe,464.71878,0.01539
1Fe,465.05676,0.01533
1Fe,465.40585,0.01527
1Fe,465.75775,0.01521
1Fe,466.09888,0.0151
1Fe,466.43542,0.01501
1Fe,466.77341,0.01495
1Fe,467.08905,0.01486
1Fe,467.42319,0.01475
1Fe,467.77441,0.01468
1Fe,468.11725,0.01459
1Fe,468.45346,0.01457
1Fe,468.8071,0.01451
1Fe,469.14682,0.01444
1Fe,469.47815,0.01422
1Fe,469.80951,0.01416
1Fe,470.12518,0.01405
1Fe,470.45337,0.01399
1Fe,470.79272,0.01383
1Fe,471.14709,0.01375
1Fe,471.4819,0.01364
1Fe,471.81186,0.01366
1Fe,472.14948,0.01351
1Fe,472.48117,0.01348
1Fe,472.79996,0.01341
1Fe,473.12122,0.01328
1Fe,473.44141,0.01317
1Fe,473.78632,0.01307
1Fe,474.12708,0.01301
1Fe,474.44415,0.01296
1Fe,474.76782,0.01286
1Fe,475.1051,0.01277
1Fe,475.44479,0.01276
1Fe,475.78278,0.01263
1Fe,476.10608,0.01256
1Fe,476.43781,0.01253
1Fe,476.76599,0.01247
1Fe,477.09909,0.01238
1Fe,477.41962,0.01236
1Fe,477.767,0.01233
1Fe,478.10461,0.01227
1Fe,478.42795,0.01225
1Fe,478.75476,0.01222
1Fe,479.08783,0.01213
1Fe,479.43869,0.01209
1Fe,479.77701,0.01201
1Fe,480.10349,0.01204
1Fe,480.42993,0.01209
1Fe,480.76303,0.01202
1Fe,481.11075,0.01198
1Fe,481.45221,0.012
1Fe,481.78146,0.01189
1Fe,482.11316,0.0118
1Fe,482.44797,0.01175
1Fe,482.78735,0.01177
1Fe,483.15143,0.01174
1Fe,483.4859,0.01172
1Fe,483.819,0.01158
1Fe,484.16498,0.01151
1Fe,484.49457,0.01143
1Fe,484.83255,0.01136
1Fe,485.16077,0.01133
1Fe,485.50708,0.01132
1Fe,485.83981,0.0112
1Fe,486.17639,0.01115
1Fe,486.5032,0.01102
1Fe,486.84222,0.01102
1Fe,487.18506,0.01104
1Fe,487.52161,0.01099
1Fe,487.86063,0.01092
1Fe,488.17142,0.01082
1Fe,488.48846,0.01079
1Fe,488.8327,0.01074
1Fe,489.17694,0.01066
1Fe,489.48914,0.01056
1Fe,489.82709,0.01051
1Fe,490.16821,0.01051
1Fe,490.52533,0.0105
1Fe,490.8605,0.01043
1Fe,491.16467,0.01035
1Fe,491.49951,0.01033
1Fe,491.84024,0.01027
1Fe,492.17682,0.01021
1Fe,492.51791,0.01019
1Fe,492.83673,0.01015
1Fe,493.18408,0.01012
1Fe,493.51718,0.01014
1Fe,493.85828,0.01002
1Fe,494.18475,0.00988
1Fe,494.51331,0.0098
1Fe,494.86102,0.00978
1Fe,495.18262,0.00971
1Fe,495.50732,0.00972
1Fe,495.8345,0.00968
1Fe,496.185,0.00963
1Fe,496.52298,0.00961
1Fe,496.84805,0.00955
1Fe,497.18079,0.00957
1Fe,497.52887,0.00951
1Fe,497.8602,0.00952
1Fe,498.18701,0.00952
1Fe,498.51208,0.00951
1Fe,498.83228,0.00945
1Fe,499.17825,0.00946
1Fe,499.53992,0.00937
1Fe,499.87823,0.0094
1Fe,500.21271,0.00938
1Fe,500.53745,0.00931
1Fe,500.86948,0.00929
1Fe,501.21649,0.00927
1Fe,501.55167,0.00922
1Fe,501.89557,0.00925
1Fe,502.23389,0.00916
1Fe,502.57465,0.00914
1Fe,502.92096,0.00908
1Fe,503.25858,0.0091
1Fe,503.60803,0.00903
1Fe,503.92682,0.00899
1Fe,504.26724,0.00896
1Fe,504.59406,0.00894
1Fe,504.95117,0.00885
1Fe,505.27625,0.00879
1Fe,505.60342,0.00877
1Fe,505.94626,0.00875
1Fe,506.27274,0.00875
1Fe,506.59885,0.00875
1Fe,506.93854,0.00874
1Fe,507.25702,0.0087
1Fe,507.58694,0.00862
1Fe,507.92981,0.00866
1Fe,508.26288,0.00857
1Fe,508.60083,0.00856
1Fe,508.92419,0.00853
1Fe,509.25552,0.00853
1Fe,509.59521,0.0086
1Fe,509.94434,0.00861
1Fe,510.28058,0.00855
1Fe,510.60736,0.00852
1Fe,510.98856,0.00854
1Fe,511.2948,0.00853
1Fe,511.62161,0.00851
1Fe,511.95123,0.00852
1Fe,512.27802,0.00848
1Fe,512.60449,0.00848
1Fe,512.93097,0.00848
1Fe,513.25952,0.00845
1Fe,513.59259,0.00839
1Fe,513.92847,0.0084
1Fe,514.2616,0.0083
1Fe,514.60754,0.00831
1Fe,514.95074,0.00822
1Fe,515.28833,0.00825
1Fe,515.6347,0.00816
1Fe,515.97754,0.0081
1Fe,516.31372,0.0081
1Fe,516.67224,0.00803
1Fe,516.99109,0.00803
1Fe,517.32593,0.00807
1Fe,517.66211,0.0081
1Fe,518.0144,0.00807
1Fe,518.35895,0.00799
1Fe,518.69482,0.00801
1Fe,519.03625,0.00793
1Fe,519.35822,0.00795
1Fe,519.68921,0.00794
1Fe,520.0094,0.0079
1Fe,520.36511,0.00788
1Fe,520.68396,0.00791
1Fe,521.0282,0.00794
1Fe,521.35779,0.00786
1Fe,521.70691,0.00792
1Fe,522.02917,0.00784
1Fe,522.37659,0.00773
1Fe,522.71973,0.00776
1Fe,523.03992,0.0077
1Fe,523.39984,0.00763
1Fe,523.7218,0.00766
1Fe,524.065,0.00767
1Fe,524.3963,0.00767
1Fe,524.7193,0.00771
1Fe,525.0332,0.00764
1Fe,525.36493,0.00754
1Fe,525.69281,0.00758
1Fe,526.00531,0.00758
1Fe,526.32727,0.00755
1Fe,526.67151,0.00753
1Fe,527.00458,0.00756
1Fe,527.32965,0.00754
1Fe,527.65961,0.00758
1Fe,527.99371,0.00753
1Fe,528.32544,0.00756
1Fe,528.66339,0.0076
1Fe,528.99994,0.00751
1Fe,529.33582,0.00751
1Fe,529.66895,0.00745
1Fe,530.01807,0.00743
1Fe,530.35632,0.00749
1Fe,530.69604,0.00733
1Fe,531.0354,0.00743
1Fe,531.35425,0.00746
1Fe,531.68518,0.00738
1Fe,532.00922,0.00733
1Fe,532.34857,0.00738
1Fe,532.70081,0.00737
1Fe,533.0517,0.0073
1Fe,533.38965,0.00731
1Fe,533.74054,0.00728
1Fe,534.09418,0.00732
1Fe,534.42096,0.00724
1Fe,534.73279,0.00723
1Fe,535.05371,0.00717
1Fe,535.37531,0.00719
1Fe,535.70697,0.0072
1Fe,536.04602,0.00717
1Fe,536.38745,0.00715
1Fe,536.71704,0.00713
1Fe,537.06445,0.00706
1Fe,537.40411,0.00702
1Fe,537.73267,0.00699
1Fe,538.0365,0.00696
1Fe,538.37756,0.00697
1Fe,538.70789,0.00697
1Fe,539.03613,0.00698
1Fe,539.36292,0.00695
1Fe,539.7019,0.00695
1Fe,540.04303,0.00687
1Fe,540.37158,0.00688
1Fe,540.71271,0.00686
1Fe,541.03918,0.00688
1Fe,541.35657,0.00682
1Fe,541.70081,0.00683
1Fe,542.03845,0.00684
1Fe,542.36694,0.00686
1Fe,542.67914,0.0068
1Fe,543.0199,0.00677
1Fe,543.36273,0.00676
1Fe,543.70874,0.00679
1Fe,544.04181,0.00675
1Fe,544.36725,0.00673
1Fe,544.70972,0.00671
1Fe,545.05115,0.0067
1Fe,545.40656,0.00664
1Fe,545.72644,0.00672
1Fe,546.06262,0.00668
1Fe,546.41248,0.00667
1Fe,546.74866,0.00666
1Fe,547.07336,0.00665
1Fe,547.43085,0.00666
1Fe,547.75592,0.00657
1Fe,548.07892,0.00657
1Fe,548.42804,0.00659
1Fe,548.76007,0.00661
1Fe,549.10223,0.00651
1Fe,549.44995,0.0065
1Fe,549.78339,0.0064
1Fe,550.12097,0.00642
1Fe,550.43665,0.00634
1Fe,550.76489,0.0064
1Fe,551.0976,0.00639
1Fe,551.4422,0.0064
1Fe,551.77979,0.00639
1Fe,552.11151,0.00648
1Fe,552.45087,0.0064
1Fe,552.77979,0.0064
1Fe,553.1062,0.00639
1Fe,553.44104,0.00637
1Fe,553.78668,0.00638
1Fe,554.11212,0.00636
1Fe,554.44135,0.00639
1Fe,554.77618,0.00643
1Fe,555.09851,0.00641
1Fe,555.40894,0.00643
1Fe,555.7514,0.00646
1Fe,556.073,0.00648
1Fe,556.39703,0.00648
1Fe,556.72803,0.00653
1Fe,557.04541,0.00648
1Fe,557.4043,0.00649
1Fe,557.72449,0.00639
1Fe,558.0506,0.0064
1Fe,558.39972,0.00635
1Fe,558.73804,0.00638
1Fe,559.06799,0.00633
1Fe,559.39758,0.00622
1Fe,559.72125,0.00621
1Fe,560.07007,0.00622
1Fe,560.39545,0.00618
1Fe,560.69476,0.00624
1Fe,561.01947,0.0062
1Fe,561.37378,0.00621
1Fe,561.71039,0.00615
1Fe,562.05463,0.00624
1Fe,562.40863,0.00626
1Fe,562.73541,0.00621
1Fe,563.08105,0.00622
1Fe,563.40576,0.00627
1Fe,563.7392,0.00623
1Fe,564.04968,0.00626
1Fe,564.34442,0.00621
1Fe,564.68726,0.0063
1Fe,564.97504,0.0063
1Fe,565.28894,0.0062
1Fe,565.59943,0.00625
1Fe,565.89868,0.00626
1Fe,566.22168,0.00629
1Fe,566.51019,0.00628
1Fe,566.80634,0.00628
1Fe,567.0976,0.00631
1Fe,567.40143,0.00644
1Fe,567.71399,0.00644
1Fe,568.01599,0.00655
1Fe,568.32019,0.00648
1Fe,568.64874,0.00655
1Fe,568.98358,0.00659
1Fe,569.29541,0.00659
1Fe,569.61279,0.00668
1Fe,569.95532,0.00667
1Fe,570.29608,0.00665
1Fe,570.63092,0.00667
1Fe,570.98627,0.00663
1Fe,571.32422,0.00682
1Fe,571.66602,0.00674
1Fe,572.00049,0.00684
1Fe,572.33673,0.00686
1Fe,572.69214,0.00685
1Fe,573.03046,0.00692
1Fe,573.39069,0.00702
1Fe,573.70947,0.00701
1Fe,574.06348,0.00705
1Fe,574.39972,0.00705
1Fe,574.74744,0.007
1Fe,575.09167,0.00694
1Fe,575.42755,0.00697
1Fe,575.78992,0.0069
1Fe,576.1355,0.00699
1Fe,576.48816,0.00702
1Fe,576.84216,0.00703
1Fe,577.19958,0.00698
1Fe,577.57446,0.00702
1Fe,577.91559,0.00699
1Fe,578.26819,0.00697
1Fe,578.62012,0.00694
1Fe,578.95807,0.0069
1Fe,579.30542,0.00686
1Fe,579.64026,0.00685
1Fe,579.96429,0.00685
1Fe,580.29669,0.00683
1Fe,580.63324,0.00683
1Fe,580.96179,0.00688
1Fe,581.27502,0.00684
1Fe,581.61157,0.00687
1Fe,581.96594,0.00697
1Fe,582.30811,0.00691
1Fe,582.64606,0.00693
1Fe,582.99518,0.00695
1Fe,583.36377,0.00694
1Fe,583.73279,0.00699
1Fe,584.08014,0.00698
1Fe,584.42957,0.007
1Fe,584.7627,0.00705
1Fe,585.06616,0.00699
1Fe,585.42395,0.00704
1Fe,585.76123,0.00705
1Fe,586.09784,0.00702
1Fe,586.43579,0.00691
1Fe,586.78528,0.00694
1Fe,587.12006,0.00696
1Fe,587.46222,0.00692
1Fe,587.80054,0.00688
1Fe,588.15247,0.00688
1Fe,588.49072,0.00682
1Fe,588.83948,0.00676
1Fe,589.18408,0.00676
1Fe,589.51855,0.00671
1Fe,589.85059,0.00669
1Fe,590.18683,0.00669
1Fe,590.5293,0.00671
1Fe,590.87183,0.00668
1Fe,591.19897,0.00668
1Fe,591.54462,0.00669
1Fe,591.89197,0.00667
1Fe,592.23517,0.00669
1Fe,592.56512,0.00666
1Fe,592.89685,0.00664
1Fe,593.2442,0.00663
1Fe,593.59119,0.0066
1Fe,593.90826,0.00664
1Fe,594.25146,0.00656
1Fe,594.60059,0.00657
1Fe,594.94482,0.00658
1Fe,595.26501,0.00656
1Fe,595.61237,0.00667
1Fe,595.95734,0.00665
1Fe,596.3092,0.00662
1Fe,596.67126,0.00662
1Fe,597.01721,0.00648
1Fe,597.35205,0.00653
1Fe,597.66736,0.00644
1Fe,598.01196,0.00637
1Fe,598.38995,0.00648
1Fe,598.72168,0.00646
1Fe,599.06067,0.00645
1Fe,599.4035,0.00634
1Fe,599.7547,0.00628
1Fe,600.13013,0.00626
1Fe,600.47034,0.00619
1Fe,600.81726,0.00622
1Fe,601.17993,0.00617
1Fe,601.54785,0.00603
1Fe,601.927,0.00606
1Fe,602.2995,0.00595
1Fe,602.66675,0.00601
1Fe,603.04279,0.00593
1Fe,603.42999,0.00586
1Fe,603.79791,0.00586
1Fe,604.16235,0.00585
1Fe,604.52222,0.00582
1Fe,604.87964,0.00574
1Fe,605.22021,0.00571
1Fe,605.5752,0.0056
1Fe,605.90033,0.00551
1Fe,606.229,0.00545
1Fe,606.58112,0.00542
1Fe,606.91296,0.00536
1Fe,607.24823,0.00532
1Fe,607.60284,0.00528
1Fe,607.92346,0.00528
1Fe,608.25281,0.00526
1Fe,608.60706,0.00521
1Fe,608.93958,0.00521
1Fe,609.27136,0.0052
1Fe,609.59375,0.00508
1Fe,609.93256,0.00506
1Fe,610.28052,0.00498
1Fe,610.61719,0.00491
1Fe,610.94971,0.00492
1Fe,611.25769,0.0049
1Fe,611.57794,0.00488
1Fe,611.92133,0.00488
1Fe,612.24261,0.0049
1Fe,612.56,0.00483
1Fe,612.90167,0.00478
1Fe,613.24469,0.00472
1Fe,613.55792,0.00471
1Fe,613.87708,0.00473
1Fe,614.18469,0.00472
1Fe,614.52771,0.00474
1Fe,614.86621,0.00467
1Fe,615.21979,0.00466
1Fe,615.51581,0.00467
1Fe,615.83887,0.00466
1Fe,616.18188,0.00465
1Fe,616.52386,0.00462
1Fe,616.83319,0.00462
1Fe,617.16223,0.00461
1Fe,617.49438,0.00452
1Fe,617.81604,0.00457
1Fe,618.13904,0.00458
1Fe,618.45648,0.00459
1Fe,618.78827,0.00458
1Fe,619.11908,0.00457
1Fe,619.45123,0.00463
1Fe,619.79602,0.00458
1Fe,620.11835,0.00457
1Fe,620.44244,0.00459
1Fe,620.79529,0.00464
1Fe,621.13062,0.00463
1Fe,621.45294,0.00456
1Fe,621.78687,0.00453
1Fe,622.10883,0.0045
1Fe,622.45435,0.00443
1Fe,622.79633,0.0044
1Fe,623.12671,0.0044
1Fe,623.45502,0.00436
1Fe,623.79736,0.00429
1Fe,624.11761,0.00428
1Fe,624.44312,0.0042
1Fe,624.78998,0.00424
1Fe,625.1095,0.00423
1Fe,625.45428,0.00421
1Fe,625.78333,0.00422
1Fe,626.11652,0.00417
1Fe,626.44586,0.0042
1Fe,626.77136,0.00422
1Fe,627.1095,0.00423
1Fe,627.435,0.00428
1Fe,627.75134,0.00426
1Fe,628.09827,0.00428
1Fe,628.44269,0.00424
1Fe,628.76398,0.00422
1Fe,629.12,0.00426
1Fe,629.45392,0.0042
1Fe,629.78571,0.0042
1Fe,630.12103,0.00417
1Fe,630.43567,0.00416
1Fe,630.77417,0.00422
1Fe,631.10315,0.0042
1Fe,631.41882,0.00411
1Fe,631.73907,0.00414
1Fe,632.07123,0.00413
1Fe,632.41144,0.00406
1Fe,632.74713,0.00411
1Fe,633.09332,0.00408
1Fe,633.41602,0.00406
1Fe,633.77869,0.00407
1Fe,634.10419,0.00408
1Fe,634.42999,0.00412
1Fe,634.77478,0.00411
1Fe,635.10413,0.00408
1Fe,635.4342,0.00415
1Fe,635.77936,0.00411
1Fe,636.10834,0.00411
1Fe,636.45032,0.00409
1Fe,636.77057,0.00406
1Fe,637.10767,0.00407
1Fe,637.45453,0.00406
1Fe,637.79968,0.0041
1Fe,638.15076,0.00403
1Fe,638.47205,0.00408
1Fe,638.82141,0.0041
1Fe,639.16022,0.00406
1Fe,639.50049,0.00405
1Fe,639.82947,0.00405
1Fe,640.19354,0.00402
1Fe,640.52429,0.00405
1Fe,640.84662,0.00413
1Fe,641.16547,0.00414
1Fe,641.49274,0.00416
1Fe,641.82031,0.00416
1Fe,642.16864,0.00417
1Fe,642.50989,0.00418
1Fe,642.86029,0.00417
1Fe,643.2002,0.0042
1Fe,643.5127,0.00424
1Fe,643.84662,0.00427
1Fe,644.16754,0.00424
1Fe,644.43939,0.00429
1Fe,644.72913,0.00424
1Fe,645.01111,0.00426
1Fe,645.29834,0.00431
1Fe,645.60913,0.00434
1Fe,645.9364,0.00439
1Fe,646.23767,0.0044
1Fe,646.58069,0.00445
1Fe,646.89532,0.00455
1Fe,647.20959,0.00454
1Fe,647.52881,0.00459
1Fe,647.84937,0.00458
1Fe,648.18152,0.00459
1Fe,648.50037,0.00467
1Fe,648.84692,0.00472
1Fe,649.20013,0.00475
1Fe,649.53717,0.00479
1Fe,649.89673,0.00484
1Fe,650.24713,0.0049
1Fe,650.58661,0.00489
1Fe,650.94684,0.00484
1Fe,651.29022,0.00483
1Fe,651.64166,0.00487
1Fe,652.02399,0.00487
1Fe,652.40283,0.00482
1Fe,652.77252,0.00481
1Fe,653.15796,0.00474
1Fe,653.5224,0.00474
1Fe,653.89771,0.00469
1Fe,654.26111,0.00464
1Fe,654.63531,0.00463
1Fe,655.00922,0.00457
1Fe,655.38312,0.00453
1Fe,655.73492,0.00447
1Fe,656.08185,0.00445
1Fe,656.45782,0.00445
1Fe,656.78827,0.00443
1Fe,657.14075,0.00437
1Fe,657.49078,0.00433
1Fe,657.83734,0.00438
1Fe,658.21338,0.00441
1Fe,658.55676,0.00435
1Fe,658.90186,0.00434
1Fe,659.22772,0.00435
1Fe,659.56091,0.00428
1Fe,659.91309,0.00432
1Fe,660.24139,0.00426
1Fe,660.57843,0.00423
1Fe,660.89624,0.00421
1Fe,661.25262,0.00418
1Fe,661.58759,0.00413
1Fe,661.92151,0.00415
1Fe,662.26312,0.0042
1Fe,662.57916,0.00413
1Fe,662.90918,0.00412
1Fe,663.25116,0.00412
1Fe,663.59985,0.00418
1Fe,663.91058,0.00405
1Fe,664.24591,0.00404
1Fe,664.57629,0.00405
1Fe,664.90704,0.00401
1Fe,665.2403,0.00396
1Fe,665.58545,0.00401
1Fe,665.91125,0.00397
1Fe,666.2403,0.00396
1Fe,666.55768,0.00394
1Fe,666.89899,0.00389
1Fe,667.23816,0.00387
1Fe,667.56226,0.00389
1Fe,667.90985,0.00385
1Fe,668.2392,0.00384
1Fe,668.57941,0.00389
1Fe,668.89337,0.00388
1Fe,669.22729,0.0039
1Fe,669.55731,0.00392
1Fe,669.9007,0.00394
1Fe,670.23669,0.00392
1Fe,670.578,0.00397
1Fe,670.90875,0.00397
1Fe,671.2262,0.004
1Fe,671.578,0.004
1Fe,671.89508,0.00402
1Fe,672.24371,0.00398
1Fe,672.5871,0.00399
1Fe,672.88629,0.00398
1Fe,673.23773,0.00396
1Fe,673.57025,0.004
1Fe,673.92523,0.00396
1Fe,674.24091,0.00392
1Fe,674.56952,0.00397
1Fe,674.91327,0.00397
1Fe,675.24542,0.00399
1Fe,675.54987,0.00403
1Fe,675.88519,0.00402
1Fe,676.20544,0.00395
1Fe,676.52777,0.00395
1Fe,676.88098,0.00399
1Fe,677.21808,0.00396
1Fe,677.55481,0.004
1Fe,677.88239,0.004
1Fe,678.20825,0.00404
1Fe,678.56775,0.00401
1Fe,678.90906,0.00405
1Fe,679.24963,0.00404
1Fe,679.55579,0.00405
1Fe,679.86798,0.00403
1Fe,680.19696,0.00403
1Fe,680.55963,0.0041
1Fe,680.90027,0.00401
1Fe,681.24011,0.00409
1Fe,681.56598,0.00404
1Fe,681.88654,0.00403
1Fe,682.2124,0.00406
1Fe,682.54913,0.00408
1Fe,682.896,0.00398
1Fe,683.23132,0.00405
1Fe,683.57648,0.00406
1Fe,683.90967,0.00403
1Fe,684.24884,0.00404
1Fe,684.58698,0.00403
1Fe,684.92407,0.00398
1Fe,685.26111,0.00402
1Fe,685.60242,0.00401
1Fe,685.92682,0.00401
1Fe,686.27795,0.004
1Fe,686.63293,0.00394
1Fe,686.95349,0.00392
1Fe,687.26282,0.00396
1Fe,687.60309,0.00395
1Fe,687.92578,0.00393
