Tipo,T [°C],TCD_signal [a.u.]
1Cr,200.01202,2.48E-04
1Cr,200.01164,1.34E-04
1Cr,199.99834,2.03E-04
1Cr,199.99501,1.62E-04
1Cr,199.98946,2.00E-04
1Cr,199.98096,1.53E-04
1Cr,199.99168,2.22E-04
1Cr,199.99501,2.77E-04
1Cr,199.98317,2.29E-04
1Cr,199.9743,2.67E-04
1Cr,199.96394,1.84E-04
1Cr,199.97578,1.24E-04
1Cr,199.96579,1.43E-04
1Cr,199.9621,2.00E-04
1Cr,199.9621,1.84E-04
1Cr,199.95877,2.19E-04
1Cr,199.9536,2.19E-04
1Cr,199.96542,2.03E-04
1Cr,199.95692,2.31E-04
1Cr,199.9536,2.00E-04
1Cr,199.95729,2.31E-04
1Cr,199.95692,1.81E-04
1Cr,199.95396,2.48E-04
1Cr,199.96432,1.55E-04
1Cr,199.94879,3.43E-04
1Cr,199.94176,3.55E-04
1Cr,199.94656,3.55E-04
1Cr,199.94879,2.96E-04
1Cr,199.96765,2.79E-04
1Cr,199.98613,3.91E-04
1Cr,199.98651,4.01E-04
1Cr,199.97061,2.98E-04
1Cr,199.978,3.27E-04
1Cr,199.97098,3.84E-04
1Cr,199.98096,2.88E-04
1Cr,199.98317,2.19E-04
1Cr,199.97394,2.79E-04
1Cr,199.98651,2.79E-04
1Cr,199.98428,2.38E-04
1Cr,199.98651,2.86E-04
1Cr,199.99094,2.48E-04
1Cr,199.98798,2.31E-04
1Cr,199.96727,1.91E-04
1Cr,199.98946,1.72E-04
1Cr,199.98244,2.48E-04
1Cr,199.99168,1.43E-04
1Cr,199.98428,2.38E-04
1Cr,199.98651,2.79E-04
1Cr,199.98761,3.24E-04
1Cr,199.97763,2.31E-04
1Cr,199.95026,2.67E-04
1Cr,199.96098,3.24E-04
1Cr,199.96727,2.79E-04
1Cr,199.96246,3.53E-04
1Cr,199.94843,3.34E-04
1Cr,199.95396,3.46E-04
1Cr,199.93658,3.84E-04
1Cr,199.93658,2.96E-04
1Cr,199.91995,3.15E-04
1Cr,199.92438,3.34E-04
1Cr,199.91476,3.93E-04
1Cr,199.91809,3.43E-04
1Cr,199.90959,3.53E-04
1Cr,199.90627,3.08E-04
1Cr,199.89923,3.27E-04
1Cr,199.88556,2.50E-04
1Cr,199.89406,2.96E-04
1Cr,199.91588,2.96E-04
1Cr,199.89702,3.08E-04
1Cr,199.88371,2.98E-04
1Cr,199.88741,2.98E-04
1Cr,199.89777,3.05E-04
1Cr,199.90627,2.50E-04
1Cr,199.89702,3.55E-04
1Cr,199.88741,3.24E-04
1Cr,199.89554,4.03E-04
1Cr,199.88519,2.98E-04
1Cr,199.88704,2.10E-04
1Cr,199.89702,2.50E-04
1Cr,199.89221,2.96E-04
1Cr,199.90071,2.03E-04
1Cr,199.89702,2.79E-04
1Cr,199.89406,2.60E-04
1Cr,199.91255,1.91E-04
1Cr,199.9229,1.84E-04
1Cr,199.91809,1.84E-04
1Cr,199.91292,1.93E-04
1Cr,199.91809,2.79E-04
1Cr,199.91292,2.00E-04
1Cr,199.9059,2.69E-04
1Cr,199.91071,2.41E-04
1Cr,199.90959,2.69E-04
1Cr,199.92845,1.81E-04
1Cr,199.9229,1.07E-04
1Cr,199.89923,1.74E-04
1Cr,199.9144,1.34E-04
1Cr,199.91772,1.62E-04
1Cr,199.90959,1.53E-04
1Cr,199.91071,7.87E-05
1Cr,199.92142,6.91E-05
1Cr,199.89923,1.43E-04
1Cr,199.92328,1.14E-04
1Cr,199.90923,2.31E-04
1Cr,199.90959,2.03E-04
1Cr,199.91588,2.48E-04
1Cr,199.90219,2.57E-04
1Cr,199.91071,1.45E-04
1Cr,199.9059,1.91E-04
1Cr,199.89923,1.17E-04
1Cr,199.91071,1.14E-04
1Cr,199.90775,1.43E-04
1Cr,199.90627,1.24E-04
1Cr,199.92624,1.91E-04
1Cr,199.91624,2.12E-04
1Cr,199.91144,1.34E-04
1Cr,199.91995,1.45E-04
1Cr,199.90775,1.74E-04
1Cr,199.92845,1.45E-04
1Cr,199.90775,1.43E-04
1Cr,199.95026,2.22E-04
1Cr,199.93289,1.65E-04
1Cr,199.92513,2.00E-04
1Cr,199.92142,1.05E-04
1Cr,199.93178,2.29E-04
1Cr,199.91809,2.29E-04
1Cr,199.92105,2.67E-04
1Cr,199.92142,3.24E-04
1Cr,199.91624,2.96E-04
1Cr,199.92142,2.67E-04
1Cr,199.92624,3.24E-04
1Cr,199.93362,3.91E-04
1Cr,199.94176,3.46E-04
1Cr,199.95914,4.03E-04
1Cr,199.95175,3.53E-04
1Cr,199.96875,3.43E-04
1Cr,199.98244,4.20E-04
1Cr,199.98428,3.93E-04
1Cr,199.98613,4.60E-04
1Cr,199.99982,3.84E-04
1Cr,200.022,4.01E-04
1Cr,200.0172,3.72E-04
1Cr,200.01682,3.43E-04
1Cr,200.01349,3.08E-04
1Cr,200.01904,3.24E-04
1Cr,200.02016,2.31E-04
1Cr,200.00832,2.31E-04
1Cr,200.01016,2.03E-04
1Cr,199.99834,1.74E-04
1Cr,200.00018,2.12E-04
1Cr,200.01164,2.69E-04
1Cr,200.02681,2.19E-04
1Cr,200.02754,2.10E-04
1Cr,200.02385,1.81E-04
1Cr,200.02385,1.84E-04
1Cr,200.0305,9.54E-05
1Cr,200.039,9.78E-05
1Cr,200.0305,4.05E-05
1Cr,200.02754,1.74E-04
1Cr,200.0305,6.91E-05
1Cr,200.05269,1.91E-04
1Cr,200.0405,1.91E-04
1Cr,200.05269,1.36E-04
1Cr,200.04936,1.55E-04
1Cr,200.04271,1.62E-04
1Cr,200.03383,1.62E-04
1Cr,200.022,2.29E-04
1Cr,200.01904,2.19E-04
1Cr,200.03568,2.41E-04
1Cr,200.01016,3.43E-04
1Cr,200.00018,2.79E-04
1Cr,199.99797,2.79E-04
1Cr,200.00018,2.98E-04
1Cr,200.01387,2.00E-04
1Cr,200.0087,2.29E-04
1Cr,200.02385,3.17E-04
1Cr,199.99834,2.10E-04
1Cr,200.01387,2.41E-04
1Cr,200.00832,2.67E-04
1Cr,200.00684,2.03E-04
1Cr,200.01164,2.57E-04
1Cr,199.99316,2.79E-04
1Cr,200.00462,2.79E-04
1Cr,200.01349,2.96E-04
1Cr,200.03088,3.05E-04
1Cr,200.03568,3.08E-04
1Cr,200.03198,1.55E-04
1Cr,200.04271,1.72E-04
1Cr,200.05417,6.91E-05
1Cr,200.0856,2.38E-06
1Cr,200.1248,9.78E-05
1Cr,200.15733,2.15E-05
1Cr,200.20799,7.87E-05
1Cr,200.25792,1.24E-04
1Cr,200.3315,8.82E-05
1Cr,200.39917,5.01E-05
1Cr,200.47423,0
1Cr,200.55299,3.81E-05
1Cr,200.64174,5.72E-05
1Cr,200.73381,7.63E-05
1Cr,200.82292,5.01E-05
1Cr,200.93903,7.87E-05
1Cr,201.06697,8.82E-05
1Cr,201.21266,3.81E-05
1Cr,201.33025,8.58E-05
1Cr,201.45448,1.81E-04
1Cr,201.59685,9.78E-05
1Cr,201.7211,2.41E-04
1Cr,201.86308,1.65E-04
1Cr,202.01987,2.67E-04
1Cr,202.1552,1.84E-04
1Cr,202.32603,2.03E-04
1Cr,202.49982,1.55E-04
1Cr,202.67621,1.14E-04
1Cr,202.85147,1.26E-04
1Cr,203.01381,1.65E-04
1Cr,203.20164,1.91E-04
1Cr,203.37617,1.45E-04
1Cr,203.57549,9.78E-05
1Cr,203.74484,7.63E-05
1Cr,203.96005,9.78E-05
1Cr,204.14937,5.72E-05
1Cr,204.35126,1.72E-04
1Cr,204.56277,1.45E-04
1Cr,204.75616,1.34E-04
1Cr,204.96249,8.58E-05
1Cr,205.15884,1.62E-04
1Cr,205.37405,2.29E-04
1Cr,205.59296,1.91E-04
1Cr,205.80113,1.91E-04
1Cr,206.04555,2.03E-04
1Cr,206.27258,1.91E-04
1Cr,206.49962,1.43E-04
1Cr,206.73665,1.26E-04
1Cr,206.9574,2.86E-04
1Cr,207.19147,1.93E-04
1Cr,207.427,2.86E-04
1Cr,207.68843,3.27E-04
1Cr,207.91658,3.15E-04
1Cr,208.13364,3.81E-04
1Cr,208.39987,4.01E-04
1Cr,208.63577,4.60E-04
1Cr,208.90201,4.60E-04
1Cr,209.16861,5.46E-04
1Cr,209.41489,4.41E-04
1Cr,209.67261,6.01E-04
1Cr,209.94366,5.75E-04
1Cr,210.19177,5.34E-04
1Cr,210.44617,6.48E-04
1Cr,210.71426,6.20E-04
1Cr,210.97235,6.96E-04
1Cr,211.22971,7.37E-04
1Cr,211.5137,7.53E-04
1Cr,211.81432,7.18E-04
1Cr,212.06982,7.25E-04
1Cr,212.34309,7.94E-04
1Cr,212.61006,7.94E-04
1Cr,212.8885,8.51E-04
1Cr,213.16176,8.39E-04
1Cr,213.44501,8.30E-04
1Cr,213.74562,8.39E-04
1Cr,214.01703,8.89E-04
1Cr,214.31064,9.16E-04
1Cr,214.5887,9.06E-04
1Cr,214.88969,9.82E-04
1Cr,215.17627,0.00103
1Cr,215.47208,0.00105
1Cr,215.78934,0.0011
1Cr,216.09181,0.00121
1Cr,216.38873,0.00118
1Cr,216.67567,0.00129
1Cr,216.96927,0.00127
1Cr,217.28358,0.00138
1Cr,217.57791,0.00133
1Cr,217.87152,0.0015
1Cr,218.1666,0.00157
1Cr,218.49457,0.00156
1Cr,218.79704,0.00158
1Cr,219.09212,0.00178
1Cr,219.4153,0.00177
1Cr,219.72739,0.00181
1Cr,220.02986,0.00187
1Cr,220.34268,0.00182
1Cr,220.66882,0.00189
1Cr,220.97092,0.00192
1Cr,221.29742,0.00198
1Cr,221.60138,0.00201
1Cr,221.92345,0.00206
1Cr,222.24811,0.00212
1Cr,222.56277,0.00217
1Cr,222.88707,0.00216
1Cr,223.20137,0.00219
1Cr,223.53601,0.00229
1Cr,223.84846,0.00239
1Cr,224.18164,0.00244
1Cr,224.51813,0.0025
1Cr,224.8317,0.0025
1Cr,225.17372,0.00257
1Cr,225.49431,0.0027
1Cr,225.83118,0.00276
1Cr,226.12958,0.00291
1Cr,226.47864,0.00298
1Cr,226.80959,0.003
1Cr,227.14275,0.00307
1Cr,227.47591,0.00319
1Cr,227.79649,0.00331
1Cr,228.13336,0.00332
1Cr,228.46762,0.00345
1Cr,228.81262,0.00346
1Cr,229.16095,0.00358
1Cr,229.48044,0.00351
1Cr,229.80472,0.00359
1Cr,230.13123,0.00364
1Cr,230.47141,0.00363
1Cr,230.80199,0.00376
1Cr,231.13034,0.00375
1Cr,231.45612,0.00384
1Cr,231.79482,0.00393
1Cr,232.14091,0.00403
1Cr,232.47223,0.00409
1Cr,232.81204,0.00416
1Cr,233.15187,0.00422
1Cr,233.49576,0.00428
1Cr,233.84001,0.00449
1Cr,234.16281,0.00458
1Cr,234.50337,0.00465
1Cr,234.84097,0.00482
1Cr,235.18301,0.00492
1Cr,235.54169,0.00491
1Cr,235.87633,0.00502
1Cr,236.20358,0.00507
1Cr,236.5519,0.00522
1Cr,236.90947,0.00519
1Cr,237.24559,0.00529
1Cr,237.58023,0.00527
1Cr,237.93077,0.00544
1Cr,238.26874,0.00551
1Cr,238.62039,0.00557
1Cr,238.94617,0.00563
1Cr,239.27637,0.00572
1Cr,239.60953,0.00584
1Cr,239.94934,0.00593
1Cr,240.27486,0.00603
1Cr,240.62212,0.00612
1Cr,240.95821,0.00619
1Cr,241.28494,0.00626
1Cr,241.62212,0.00634
1Cr,241.96037,0.00646
1Cr,242.28603,0.0065
1Cr,242.64229,0.00663
1Cr,242.95786,0.00681
1Cr,243.29575,0.0069
1Cr,243.65022,0.00698
1Cr,243.98343,0.00699
1Cr,244.30043,0.00697
1Cr,244.64157,0.00712
1Cr,244.97946,0.00726
1Cr,245.30908,0.00726
1Cr,245.64986,0.00741
1Cr,245.9946,0.00749
1Cr,246.30728,0.00756
1Cr,246.64481,0.00764
1Cr,246.9946,0.00775
1Cr,247.32529,0.00773
1Cr,247.64949,0.00793
1Cr,247.99892,0.00807
1Cr,248.33682,0.00811
1Cr,248.67111,0.0083
1Cr,249.01045,0.00831
1Cr,249.34042,0.00849
1Cr,249.67435,0.00857
1Cr,250.02882,0.00865
1Cr,250.36023,0.00879
1Cr,250.69597,0.00893
1Cr,251.02737,0.00905
1Cr,251.36166,0.00926
1Cr,251.71289,0.00934
1Cr,252.06665,0.00949
1Cr,252.42146,0.00961
1Cr,252.76585,0.00983
1Cr,253.10519,0.00988
1Cr,253.45137,0.01005
1Cr,253.80368,0.01015
1Cr,254.1412,0.01026
1Cr,254.48883,0.01033
1Cr,254.82492,0.01052
1Cr,255.17326,0.0106
1Cr,255.50252,0.01074
1Cr,255.84834,0.01086
1Cr,256.19452,0.01106
1Cr,256.52881,0.01112
1Cr,256.87463,0.01131
1Cr,257.21793,0.01143
1Cr,257.58392,0.01148
1Cr,257.91641,0.01159
1Cr,258.2608,0.01177
1Cr,258.60049,0.0118
1Cr,258.94308,0.01192
1Cr,259.29431,0.01205
1Cr,259.63474,0.01211
1Cr,259.98306,0.01227
1Cr,260.33682,0.01237
1Cr,260.68155,0.01254
1Cr,261.02271,0.01259
1Cr,261.37537,0.01276
1Cr,261.70605,0.01283
1Cr,262.05908,0.01294
1Cr,262.40707,0.01307
1Cr,262.76404,0.01319
1Cr,263.09583,0.01331
1Cr,263.43118,0.01335
1Cr,263.78781,0.01355
1Cr,264.10519,0.01368
1Cr,264.43658,0.01385
1Cr,264.78748,0.01391
1Cr,265.1167,0.01404
1Cr,265.47153,0.01422
1Cr,265.80188,0.01426
1Cr,266.15167,0.01433
1Cr,266.48776,0.01444
1Cr,266.83179,0.01451
1Cr,267.17291,0.01468
1Cr,267.5072,0.01485
1Cr,267.83826,0.01493
1Cr,268.17148,0.01517
1Cr,268.52917,0.01526
1Cr,268.86996,0.01534
1Cr,269.20929,0.01555
1Cr,269.54034,0.01558
1Cr,269.90021,0.01575
1Cr,270.241,0.01585
1Cr,270.58539,0.01604
1Cr,270.93118,0.01622
1Cr,271.27054,0.01624
1Cr,271.6131,0.01647
1Cr,271.96109,0.0166
1Cr,272.31088,0.01668
1Cr,272.66678,0.01673
1Cr,273.00757,0.01685
1Cr,273.35553,0.01702
1Cr,273.70135,0.01713
1Cr,274.05225,0.01721
1Cr,274.39697,0.01742
1Cr,274.7381,0.01753
1Cr,275.07385,0.01759
1Cr,275.42651,0.0178
1Cr,275.7709,0.01789
1Cr,276.10339,0.01795
1Cr,276.44019,0.01807
1Cr,276.77954,0.01812
1Cr,277.13867,0.01826
1Cr,277.47766,0.01832
1Cr,277.81268,0.01853
1Cr,278.17365,0.01868
1Cr,278.52271,0.01871
1Cr,278.86853,0.0188
1Cr,279.21146,0.01897
1Cr,279.55078,0.01906
1Cr,279.90344,0.01909
1Cr,280.22946,0.0193
1Cr,280.57925,0.01943
1Cr,280.94489,0.01951
1Cr,281.28601,0.01969
1Cr,281.63544,0.01975
1Cr,281.98666,0.01989
1Cr,282.32962,0.02002
1Cr,282.66174,0.02012
1Cr,283.0162,0.02023
1Cr,283.3642,0.02028
1Cr,283.70822,0.02042
1Cr,284.05258,0.02042
1Cr,284.38544,0.02052
1Cr,284.72333,0.02065
1Cr,285.06448,0.02064
1Cr,285.40057,0.02078
1Cr,285.74136,0.0208
1Cr,286.08429,0.02097
1Cr,286.43048,0.02106
1Cr,286.78134,0.02113
1Cr,287.11923,0.02123
1Cr,287.47479,0.02135
1Cr,287.81915,0.02142
1Cr,288.16211,0.02154
1Cr,288.50323,0.02156
1Cr,288.8577,0.02167
1Cr,289.18732,0.0217
1Cr,289.5162,0.02181
1Cr,289.86276,0.02187
1Cr,290.20532,0.02198
1Cr,290.55978,0.02196
1Cr,290.90561,0.02206
1Cr,291.24857,0.02211
1Cr,291.58969,0.02213
1Cr,291.94055,0.0222
1Cr,292.27304,0.02233
1Cr,292.59726,0.0223
1Cr,292.94992,0.02237
1Cr,293.29321,0.02254
1Cr,293.62897,0.02262
1Cr,293.96039,0.0227
1Cr,294.30438,0.02276
1Cr,294.64517,0.02282
1Cr,294.97189,0.02288
1Cr,295.31305,0.02292
1Cr,295.64014,0.02308
1Cr,295.97623,0.02308
1Cr,296.32062,0.02317
1Cr,296.64554,0.02323
1Cr,296.97263,0.02335
1Cr,297.33752,0.02337
1Cr,297.67328,0.02342
1Cr,297.99963,0.02352
1Cr,298.33899,0.02359
1Cr,298.68985,0.02371
1Cr,299.02124,0.02374
1Cr,299.3786,0.02381
1Cr,299.71326,0.02396
1Cr,300.05078,0.02415
1Cr,300.39697,0.02404
1Cr,300.75613,0.02418
1Cr,301.10699,0.02426
1Cr,301.46506,0.02429
1Cr,301.80908,0.0243
1Cr,302.15741,0.02447
1Cr,302.49496,0.02452
1Cr,302.84943,0.02467
1Cr,303.18552,0.02477
1Cr,303.53961,0.02485
1Cr,303.89734,0.02496
1Cr,304.24353,0.02503
1Cr,304.58752,0.02501
1Cr,304.92218,0.02517
1Cr,305.25287,0.02533
1Cr,305.59619,0.02527
1Cr,305.95352,0.02545
1Cr,306.29971,0.02542
1Cr,306.64084,0.02552
1Cr,306.97693,0.02548
1Cr,307.31628,0.02547
1Cr,307.66678,0.02554
1Cr,308.01801,0.02563
1Cr,308.37897,0.02569
1Cr,308.72839,0.02571
1Cr,309.06989,0.02577
1Cr,309.42725,0.02583
1Cr,309.76367,0.02587
1Cr,310.14301,0.02596
1Cr,310.46686,0.02606
1Cr,310.81342,0.02606
1Cr,311.15778,0.02608
1Cr,311.47693,0.02613
1Cr,311.81485,0.02614
1Cr,312.16931,0.02613
1Cr,312.51367,0.02625
1Cr,312.8577,0.02637
1Cr,313.20245,0.02636
1Cr,313.55008,0.0263
1Cr,313.88474,0.02643
1Cr,314.2374,0.02641
1Cr,314.58502,0.02641
1Cr,314.91571,0.02646
1Cr,315.26874,0.0265
1Cr,315.60266,0.02661
1Cr,315.94885,0.02655
1Cr,316.29538,0.02666
1Cr,316.62283,0.0266
1Cr,316.97516,0.02667
1Cr,317.30475,0.02667
1Cr,317.65778,0.02671
1Cr,318.0072,0.02683
1Cr,318.34329,0.02679
1Cr,318.68875,0.02691
1Cr,319.0072,0.02694
1Cr,319.35626,0.02693
1Cr,319.70532,0.02696
1Cr,320.05405,0.02704
1Cr,320.38828,0.02703
1Cr,320.72107,0.02709
1Cr,321.07504,0.02713
1Cr,321.41632,0.02716
1Cr,321.75266,0.02728
1Cr,322.08545,0.02737
1Cr,322.41965,0.02746
1Cr,322.75388,0.02747
1Cr,323.10822,0.02745
1Cr,323.44455,0.02745
1Cr,323.76569,0.02739
1Cr,324.11826,0.02748
1Cr,324.4606,0.02745
1Cr,324.79871,0.02751
1Cr,325.1283,0.0275
1Cr,325.47064,0.02746
1Cr,325.79742,0.02761
1Cr,326.12494,0.02753
1Cr,326.46622,0.02762
1Cr,326.8089,0.02758
1Cr,327.14169,0.02762
1Cr,327.48932,0.02758
1Cr,327.83661,0.02764
1Cr,328.17081,0.02769
1Cr,328.50751,0.02759
1Cr,328.85513,0.02766
1Cr,329.21231,0.02756
1Cr,329.52707,0.02766
1Cr,329.8634,0.02765
1Cr,330.21106,0.0276
1Cr,330.55197,0.02763
1Cr,330.88159,0.02763
1Cr,331.21402,0.02768
1Cr,331.5408,0.02757
1Cr,331.87466,0.02756
1Cr,332.21417,0.02762
1Cr,332.53922,0.02762
1Cr,332.87518,0.02768
1Cr,333.22421,0.02771
1Cr,333.56516,0.02776
1Cr,333.87991,0.02774
1Cr,334.22968,0.02782
1Cr,334.5766,0.0278
1Cr,334.89987,0.02774
1Cr,335.25067,0.02783
1Cr,335.58206,0.02783
1Cr,335.9509,0.02785
1Cr,336.27557,0.02795
1Cr,336.61154,0.02792
1Cr,336.94891,0.02793
1Cr,337.28668,0.02794
1Cr,337.63748,0.02789
1Cr,337.98016,0.02788
1Cr,338.32004,0.02794
1Cr,338.67685,0.02792
1Cr,339.0213,0.02798
1Cr,339.38837,0.02795
1Cr,339.73141,0.02789
1Cr,340.05609,0.02803
1Cr,340.39841,0.02792
1Cr,340.72839,0.0279
1Cr,341.07742,0.0279
1Cr,341.40387,0.02791
1Cr,341.73773,0.02795
1Cr,342.08255,0.02797
1Cr,342.43652,0.02791
1Cr,342.77603,0.02788
1Cr,343.09753,0.02788
1Cr,343.44128,0.02792
1Cr,343.7822,0.02789
1Cr,344.1217,0.0279
1Cr,344.46582,0.02792
1Cr,344.79437,0.02788
1Cr,345.13495,0.02786
1Cr,345.4649,0.02777
1Cr,345.82172,0.02783
1Cr,346.15488,0.02777
1Cr,346.48273,0.02769
1Cr,346.80597,0.02772
1Cr,347.15186,0.02768
1Cr,347.48923,0.02767
1Cr,347.84216,0.02763
1Cr,348.17145,0.02753
1Cr,348.50565,0.02753
1Cr,348.85046,0.02748
1Cr,349.17017,0.02745
1Cr,349.5224,0.02742
1Cr,349.8605,0.02745
1Cr,350.19788,0.02735
1Cr,350.53915,0.02732
1Cr,350.85254,0.02727
1Cr,351.20123,0.02723
1Cr,351.53119,0.02721
1Cr,351.87177,0.02724
1Cr,352.22787,0.02718
1Cr,352.58328,0.02716
1Cr,352.92737,0.02712
1Cr,353.25381,0.0271
1Cr,353.59509,0.02712
1Cr,353.9346,0.02708
1Cr,354.28506,0.02699
1Cr,354.61292,0.02695
1Cr,354.97714,0.02689
1Cr,355.31805,0.02686
1Cr,355.63745,0.02679
1Cr,355.97552,0.02677
1Cr,356.30692,0.0266
1Cr,356.63477,0.02662
1Cr,356.95944,0.02656
1Cr,357.29541,0.02656
1Cr,357.63953,0.02656
1Cr,357.98538,0.02646
1Cr,358.30511,0.02643
1Cr,358.64673,0.02637
1Cr,358.99719,0.02633
1Cr,359.30737,0.02627
1Cr,359.65326,0.02633
1Cr,359.98569,0.02628
1Cr,360.32343,0.02623
1Cr,360.65518,0.02614
1Cr,361.01199,0.02613
1Cr,361.34656,0.02616
1Cr,361.68253,0.02608
1Cr,362.02521,0.02602
1Cr,362.34354,0.02591
1Cr,362.69153,0.02594
1Cr,363.03702,0.02574
1Cr,363.38608,0.02576
1Cr,363.72913,0.02572
1Cr,364.04742,0.02565
1Cr,364.38977,0.02548
1Cr,364.73386,0.02544
1Cr,365.07513,0.02532
1Cr,365.42065,0.0253
1Cr,365.74072,0.02529
1Cr,366.09436,0.0252
1Cr,366.41302,0.02522
1Cr,366.76987,0.02509
1Cr,367.08533,0.02501
1Cr,367.44745,0.025
1Cr,367.76083,0.02499
1Cr,368.1113,0.02483
1Cr,368.43631,0.02476
1Cr,368.77512,0.02476
1Cr,369.09872,0.02472
1Cr,369.43292,0.0246
1Cr,369.78409,0.02454
1Cr,370.11511,0.02448
1Cr,370.44757,0.0244
1Cr,370.79202,0.02427
1Cr,371.14426,0.0243
1Cr,371.49188,0.0242
1Cr,371.82645,0.02415
1Cr,372.16101,0.02406
1Cr,372.48886,0.02399
1Cr,372.83966,0.02403
1Cr,373.16754,0.02392
1Cr,373.50562,0.02389
1Cr,373.84161,0.0238
1Cr,374.17615,0.02377
1Cr,374.51886,0.02371
1Cr,374.84845,0.02371
1Cr,375.1908,0.02366
1Cr,375.52359,0.02359
1Cr,375.86346,0.02358
1Cr,376.19095,0.02344
1Cr,376.52692,0.02341
1Cr,376.86642,0.02338
1Cr,377.19641,0.02322
1Cr,377.53204,0.02324
1Cr,377.87012,0.02314
1Cr,378.20612,0.02317
1Cr,378.52759,0.02307
1Cr,378.86853,0.02299
1Cr,379.19672,0.02297
1Cr,379.52774,0.02279
1Cr,379.86194,0.02282
1Cr,380.19547,0.02256
1Cr,380.53143,0.02264
1Cr,380.86389,0.02254
1Cr,381.19986,0.02248
1Cr,381.5383,0.02238
1Cr,381.85803,0.02237
1Cr,382.21307,0.02234
1Cr,382.54269,0.02231
1Cr,382.86948,0.02213
1Cr,383.17471,0.02207
1Cr,383.50751,0.02206
1Cr,383.84491,0.022
1Cr,384.17453,0.02198
1Cr,384.50131,0.02201
1Cr,384.84329,0.02196
1Cr,385.17328,0.02191
1Cr,385.52054,0.0219
1Cr,385.86322,0.02176
1Cr,386.20947,0.02166
1Cr,386.55215,0.02164
1Cr,386.8959,0.02164
1Cr,387.24213,0.02147
1Cr,387.57138,0.02137
1Cr,387.90488,0.02129
1Cr,388.2373,0.0212
1Cr,388.59271,0.02126
1Cr,388.91104,0.02115
1Cr,389.25409,0.02108
1Cr,389.59961,0.021
1Cr,389.94724,0.02095
1Cr,390.27863,0.0209
1Cr,390.62415,0.02084
1Cr,390.94739,0.02089
1Cr,391.27063,0.02087
1Cr,391.61615,0.02085
1Cr,391.94754,0.02071
1Cr,392.29199,0.02064
1Cr,392.62939,0.02051
1Cr,392.96112,0.0205
1Cr,393.30347,0.0204
1Cr,393.63837,0.02027
1Cr,393.98248,0.02026
1Cr,394.3103,0.02012
1Cr,394.6629,0.0201
1Cr,394.99536,0.02011
1Cr,395.3186,0.02009
1Cr,395.64679,0.02001
1Cr,395.96829,0.01996
1Cr,396.30743,0.01993
1Cr,396.63882,0.01984
1Cr,396.95679,0.01979
1Cr,397.29102,0.01981
1Cr,397.64005,0.01966
1Cr,397.96472,0.01961
1Cr,398.30634,0.01955
1Cr,398.61795,0.01946
1Cr,398.9458,0.01945
1Cr,399.29343,0.01934
1Cr,399.63257,0.01933
1Cr,399.96185,0.01924
1Cr,400.28604,0.01927
1Cr,400.60486,0.01919
1Cr,400.94385,0.01916
1Cr,401.25815,0.01914
1Cr,401.58496,0.01909
1Cr,401.92709,0.01908
1Cr,402.27167,0.01894
1Cr,402.60825,0.01881
1Cr,402.94098,0.01882
1Cr,403.26605,0.01877
1Cr,403.59427,0.01874
1Cr,403.92249,0.01861
1Cr,404.28763,0.01861
1Cr,404.62418,0.01856
1Cr,404.94647,0.01857
1Cr,405.26596,0.01861
1Cr,405.58478,0.01863
1Cr,405.9053,0.01863
1Cr,406.2384,0.01858
1Cr,406.57428,0.01865
1Cr,406.92026,0.01864
1Cr,407.23767,0.01859
1Cr,407.569,0.01863
1Cr,407.90384,0.01868
1Cr,408.22369,0.01872
1Cr,408.57001,0.01868
1Cr,408.90448,0.01867
1Cr,409.24106,0.01864
1Cr,409.57867,0.01862
1Cr,409.90723,0.01865
1Cr,410.24136,0.01859
1Cr,410.56992,0.01869
1Cr,410.90964,0.01869
1Cr,411.23782,0.01867
1Cr,411.5434,0.01869
1Cr,411.89252,0.01871
1Cr,412.21481,0.01881
1Cr,412.56982,0.01873
1Cr,412.89978,0.01872
1Cr,413.23602,0.01874
1Cr,413.56143,0.01889
1Cr,413.91193,0.01878
1Cr,414.23248,0.01887
1Cr,414.56522,0.01886
1Cr,414.89551,0.01878
1Cr,415.23801,0.01884
1Cr,415.57111,0.01895
1Cr,415.89478,0.01893
1Cr,416.22891,0.01898
1Cr,416.57175,0.01895
1Cr,416.90381,0.01906
1Cr,417.25256,0.01908
1Cr,417.58286,0.01916
1Cr,417.91907,0.01912
1Cr,418.25391,0.01926
1Cr,418.59152,0.01916
1Cr,418.92599,0.01915
1Cr,419.26431,0.01917
1Cr,419.59393,0.01917
1Cr,419.93015,0.01922
1Cr,420.27438,0.0191
1Cr,420.60919,0.01917
1Cr,420.92801,0.01905
1Cr,421.24994,0.01905
1Cr,421.59244,0.01896
1Cr,421.91403,0.01894
1Cr,422.25095,0.01885
1Cr,422.58856,0.01884
1Cr,422.92166,0.01871
1Cr,423.25961,0.01864
1Cr,423.58121,0.01858
1Cr,423.91638,0.0185
1Cr,424.23935,0.01843
1Cr,424.57767,0.01839
1Cr,424.89264,0.01828
1Cr,425.24072,0.01818
1Cr,425.57309,0.01808
1Cr,425.90967,0.01802
1Cr,426.25705,0.01799
1Cr,426.57935,0.01784
1Cr,426.92529,0.01785
1Cr,427.25351,0.0177
1Cr,427.5946,0.0176
1Cr,427.92108,0.0174
1Cr,428.25592,0.01722
