Tipo,TOS [h],X_CH4 [%],X_CO2 [%]
0.25Mn,12.82833,28.59559,39.11585
0.25Mn,12.96972,28.50363,38.89058
0.25Mn,13.11139,28.34326,38.98188
0.25Mn,13.25306,28.44704,38.90687
0.25Mn,13.39444,28.38128,38.81449
0.25Mn,13.53611,28.27605,38.79134
0.25Mn,13.67806,28.26191,38.73648
0.25Mn,13.81972,28.20622,38.76731
0.25Mn,13.96111,28.12738,38.55843
0.25Mn,14.10278,28.0854,38.58717
0.25Mn,14.24444,27.99851,38.50502
0.25Mn,14.38611,28.06881,38.27943
0.25Mn,14.52806,27.94204,38.33061
0.25Mn,14.66944,27.99095,38.24626
0.25Mn,14.81083,27.78225,38.25854
0.25Mn,14.9525,27.75815,38.14098
0.25Mn,15.09417,27.74328,38.14093
0.25Mn,15.23583,27.62654,38.17068
0.25Mn,15.3775,27.69387,38.00109
0.25Mn,15.51889,27.6661,37.93605
0.25Mn,15.66056,27.56425,38.2059
0.25Mn,15.80194,27.52381,37.83829
0.25Mn,15.94361,27.4228,37.78234
0.25Mn,16.08528,27.4514,37.69418
0.25Mn,16.22667,27.29558,37.59759
0.25Mn,16.36833,27.41581,37.52492
0.25Mn,16.51028,27.29487,37.64334
0.25Mn,16.65194,27.25016,37.59772
0.25Mn,16.79333,27.15714,37.53832
0.25Mn,16.935,27.13779,37.49119
0.25Mn,17.07639,27.11663,37.50465
0.25Mn,17.21806,27.0509,37.28419
0.25Mn,17.36,26.93193,37.34302
0.25Mn,17.50139,26.95533,37.28114
0.25Mn,17.64306,27.00695,37.50485
0.25Mn,17.785,26.93755,37.13685
0.25Mn,17.92667,26.8778,37.29652
0.25Mn,18.06806,26.7711,37.09582
0.25Mn,18.20944,26.77227,37.01364
0.25Mn,18.35111,26.64922,37.08554
0.25Mn,18.49278,26.71076,36.93567
0.25Mn,18.63417,26.66545,36.99351
0.25Mn,18.77583,26.5966,36.74742
0.25Mn,18.9175,26.61188,36.9088
0.25Mn,19.05889,26.55976,36.8701
0.25Mn,19.20056,26.43216,36.81942
0.25Mn,19.34222,26.55888,36.58733
0.25Mn,19.48389,26.42825,36.64626
0.25Mn,19.62556,26.27075,36.59606
0.25Mn,19.76722,26.08877,36.38289
0.25Mn,19.90889,26.07409,36.2441
0.25Mn,20.05028,25.96261,36.31239
0.25Mn,20.19194,26.06578,36.23001
0.25Mn,20.33361,25.99667,36.24768
0.25Mn,20.47528,25.96728,36.0138
0.25Mn,20.61667,25.91428,36.17545
0.25Mn,20.75833,25.93199,36.13566
0.25Mn,20.90028,25.8507,36.24035
0.25Mn,21.04167,25.83051,35.93939
0.25Mn,21.18333,25.8177,36.04521
0.25Mn,21.325,25.73536,35.8557
0.25Mn,21.46667,25.68565,36.06896
0.25Mn,21.60833,25.64093,35.88455
0.25Mn,21.74972,25.70842,35.94073
0.25Mn,21.89139,25.58853,35.80584
0.25Mn,22.03333,25.60943,35.70056
0.25Mn,22.17472,25.51643,35.76042
0.25Mn,22.31611,25.61124,35.59878
0.25Mn,22.45806,25.55806,35.78842
0.25Mn,22.59944,25.36067,35.55775
0.25Mn,22.74111,25.41031,35.54698
0.25Mn,22.88278,25.44298,35.48653
0.25Mn,23.02417,25.36729,35.46439
0.25Mn,23.16583,25.26616,35.63437
0.25Mn,23.3075,25.34277,35.58931
0.25Mn,23.44889,25.30301,35.52258
0.25Mn,23.59056,25.16302,35.41649
0.25Mn,23.73222,25.20904,35.47376
0.25Mn,23.87417,25.27558,35.42707
1Cr,0.08333,42.1891,53.84369
1Cr,0.22528,41.37361,52.99071
1Cr,0.36694,40.85851,52.67481
